2011-01-01,61,0,-2.9,-6.8,-10.4,
2011-01-02,62.3,0,-1.2,-5.4,-8.5,
2011-01-03,66.4,0,-0.3,-4.5,-8.5,
2011-01-04,66.4,0,-1.7,-3.9,-7.4,
2011-01-05,62.9,0,-1.8,-4,-7.7,
2011-01-06,53.5,0,-4.6,-7.6,-9.8,
2011-01-07,48.8,0,-2.9,-7,-10.6,
2011-01-08,67.9,0,0.1,-3.6,-8.2,
2011-01-09,52.6,0,-0.3,-7,-10.3,
2011-01-10,44,0,-4.6,-8.2,-11.8,
2011-01-11,70.3,0,-2.7,-5.4,-7.8,
2011-01-12,44.6,0,-4.9,-8.2,-11.1,
2011-01-13,47,0,-0.6,-5.9,-11.1,
2011-01-14,59.1,0,0.3,-3.8,-6.9,
2011-01-15,40,0,-6.9,-12.2,-15.7,
2011-01-16,45.4,0,-10.7,-14.5,-17.8,
2011-01-17,49.8,0,-4.8,-9.7,-14.1,
2011-01-18,48.9,0,-2.7,-6.7,-10.8,
2011-01-19,46.4,0,-3.2,-6.6,-10,
2011-01-20,43.6,0,-4.7,-8.2,-10.5,
2011-01-21,44.4,0,-3.2,-6.8,-9.7,
2011-01-22,59.8,0,-0.8,-4.3,-7.1,
2011-01-23,72.5,0,-2.1,-4.5,-7.1,
2011-01-24,60.8,0,-5.8,-8.8,-10.9,
2011-01-25,60.1,0,-4.4,-8.4,-11.9,
2011-01-26,51.5,0,-5.2,-8.5,-10.7,
2011-01-27,47.3,0,-5.7,-8.9,-11.5,
2011-01-28,43.3,0,-4.3,-7.9,-10.5,
2011-01-29,43.1,0,-5.5,-9.1,-11.5,
2011-01-30,43.5,0,-5.7,-10.1,-13.6,
2011-01-31,61.5,0,-1.8,-6.2,-12.7,
2011-02-01,68,0,5,-0.2,-4.2,
2011-02-02,60.9,0,7,1.3,-2.8,
2011-02-03,75.9,0,4.9,1.5,-1.3,
2011-02-04,77.8,0,3.5,1.2,-0.5,
2011-02-05,72.9,0,5.5,1.1,-0.8,
2011-02-06,75.4,0,2.7,0.3,-2.1,
2011-02-07,63.6,0,4.2,0.3,-2.8,
2011-02-08,44.9,0,8.5,2.9,-0.5,
2011-02-09,46.5,0,2.1,-1.2,-4.1,
2011-02-10,35,0,2.7,-2.1,-5.6,
2011-02-11,42,0,1.8,-2.9,-6.2,
2011-02-12,43,0,-1.8,-5.9,-9.2,
2011-02-13,39.5,0,-0.2,-4.8,-9,
2011-02-14,46.5,0,-0.2,-3.4,-6.7,
2011-02-15,52.1,0,2.9,-1.8,-5.5,
