272.9,0,64,49.1,35.1,0,,,,,336,16.5,94.2,81.4,70.6,459.8,
347.2,0,78.2,60.5,43.8,0,,,,,414.1,16.5,118.4,102.4,89.2,459.8,
429.2,0,89.6,71,52.9,0,,,,,481,16.5,146.1,124.6,106.9,459.8,
490.2,0,105.3,82.3,60.1,0,,,,,558.9,23,169.9,144.9,124.9,459.8,
548.7,0,119.2,92,66.2,0,,,,,611,23,198.9,167.9,143,459.8,
608.3,0,133.4,101.7,72.3,0,,,,,668.5,23,226.8,189.3,158,459.8,
692.2,0,147.9,110.6,79.7,0,,,,,730.1,23,252.4,209.5,175.5,459.8,
724.6,0,165.9,124.1,87.7,0,,,,,782.6,23,280.5,231.1,190.9,459.8,
773.9,0,182.7,135.3,94,0,,,,,837.6,23,308.9,252.5,205.8,459.8,
815.5,0,198.9,146.1,100.6,0,,,,,894.1,23,335.9,273.1,222,459.8,
885.6,0,209.6,152.8,106.4,0,,,,,946.4,23,358.5,293.3,239.6,459.8,
935.4,0,228,164.8,114.4,0,,,,,990.2,23,385.5,314.6,255.4,459.8,
961.7,0,246.4,176.9,120.3,0,,,,,1055.1,23,413,337.7,276,459.8,
1038.8,0,265.4,189.1,129.7,0,,,,,1115.7,23,441.4,360.7,294.2,459.8,
1083.2,0,284.2,201.5,136.3,0,,,,,1176.6,23,469.7,383.8,312.8,459.8,
1127.3,0,301.6,212.8,142,0,,,,,1251.5,23.1,496.3,405.1,331.4,459.8,
1165.4,0,317.1,223,146.9,0,,,,,1312.6,23.1,525.5,428.4,348.9,459.8,
1198,0,332.5,233.4,152.9,0,,,,,1373.2,23.1,554.4,450.8,365.6,459.8,
1253.4,0,347,244.2,161.1,0,,,,,1439.7,23.1,582.6,474.1,385.5,459.8,
1307.4,0,362,254.1,167.9,0,,,,,1514.7,23.1,612.8,498.9,406.1,459.8,
1363.3,0,379.3,265.5,175.3,0,,,,,1586.8,23.1,644.1,524.2,425.9,459.8,
1452.6,0,390,275.1,183.8,0,,,,,1653.7,23.1,674.9,549.4,446.2,459.8,
1483.7,0,406.6,285.7,189,0,,,,,1729.7,23.1,703.9,573.2,466.2,459.8,
1512.2,0,423.7,296.4,194.1,0,,,,,1809.1,23.1,731.5,595.6,484.2,459.8,
1552.6,0,440.4,306.5,198.6,0,,,,,1908.9,80.6,752.1,614.7,501.6,459.8,
1603.5,0,455.9,316.1,203.5,0,,,,,1982.5,86.6,779.8,637.8,520.9,459.8,
1655.1,0,468.7,325,208.8,0,2011-05-02,,,,2055,88.1,809.5,661.9,541.3,459.8,2014-10-01
40.4,0,16.7,10.1,4.5,0,,,,,99.8,57.5,20.6,19.1,17.4,869.3,
28.5,0,17.1,10.7,5.1,0,,,,,79.4,0,27.6,22.4,18,869.3,
31.1,0,16.6,10.6,5.2,0,,,,,76,0,29,23.8,20,869.3,
89.3,0,10.7,9.6,8.5,0,,,,,66.9,0,30.8,25.2,20.3,869.3,
55.9,0,17.3,11.4,7.4,0,,,,,72.1,0,31.3,25.3,19.8,869.3,
54,0,15,9.9,6.8,0,,,,,75,0,30.2,24.8,20.6,869.3,
55.4,0,14.5,10.8,8.2,0,,,,,66.5,0,28.2,23.3,19.9,869.3,
32.6,0,15.4,10.4,6,0,,,,,60.6,0,28.9,22.4,16.7,869.3,
38.1,0,15.5,10.2,4.9,0,,,,,61.1,0,29.2,23.3,17.5,869.3,
44.1,0,17.4,11.3,5.7,0,,,,,74.9,0.1,26.6,21.3,18.6,869.3,
44.4,0,18.8,12.4,6.6,0,,,,,60.9,0,28.3,23.1,18.6,869.3,
77.1,0,19,12.2,9.4,0,,,,,60.6,0,28.4,23,18.2,869.3,
26.3,0,18.4,12.1,5.9,0,,,,,64.9,0,27.5,23.1,20.6,869.3,
49.8,0,18.4,12,8,0,,,,,43.8,0,27,21.3,15.8,869.3,
70.1,0,10.7,6.7,5.8,0,,,,,52.3,0,22.6,20.2,17.6,869.3,
41.6,0,16.2,10.8,6.6,0,,,,,56.5,0,27,20.6,16.2,869.3,
49.3,0,16.8,11.2,6.3,0,,,,,55,0,28.4,21.4,14.9,869.3,
32.4,0,18,13.5,8,0,,,,,52.5,0,28.1,21.6,15.4,869.3,
83.9,0,14.5,8.9,7.4,0,,,,,61.6,0,25.6,20.2,17.5,869.3,
59.6,0,14.2,9.7,6.1,0,,,,,57.5,0,27.9,21.4,15,869.3,
58.5,0,13.9,9.7,6.1,0,,,,,52.1,0,29,23,18.1,869.3,
61,0,15.7,11.3,7.2,0,,,,,77.9,6.5,23.8,20.3,18,869.3,
82,0,11.4,10.5,9.1,0,,,,,66.9,0,27.7,22.2,17.7,869.3,
74.3,0,14.2,11.4,8.7,0,,,,,78.1,0,24.2,21,18.6,869.3,
57,0,15.3,10.4,7.3,0,,,,,79,0,25.1,21.4,18.3,869.3,
47.4,0,18.4,13.2,7.3,0,,,,,85.5,0.5,24.7,21.7,19.2,869.3,
93.6,0,14.6,13,10.6,0,,,,,99,16,20.7,19.4,17.7,869.3,
74.9,0,15.7,12.5,9.9,0,,,,,72.5,0,23.7,18.9,15.4,869.3,
57.6,0,20.7,14.2,8.5,0,,,,,68.6,0,24.4,19.2,14.9,869.3,
132.5,0,36.4,26.7,18.4,0,,,,,141.1,0,48.1,38.1,30.3,869.3,
226.1,0,51,39.7,29,0,,,,,240.1,16,68.8,57.5,48,869.3,
273.5,0,69.4,52.9,36.3,0,,,,,325.6,16.5,93.5,79.2,67.2,869.3,
330.5,0,84.7,63.3,43.6,0,,,,,404.6,16.5,118.6,100.6,85.5,869.3,
404.8,0,98.9,74.7,52.3,0,,,,,482.7,16.5,142.8,121.6,104.1,869.3,
486.8,0,110.3,85.2,61.4,0,,,,,549.6,16.5,170.5,143.8,121.8,869.3,
547.8,0,126,96.5,68.6,0,,,,,627.5,23,194.3,164.1,139.8,869.3,
606.3,0,139.9,106.2,74.7,0,,,,,679.6,23,223.3,187.1,157.9,869.3,
665.9,0,154.1,115.9,80.8,0,,,,,737.1,23,251.2,208.5,172.9,869.3,
749.8,0,168.6,124.8,88.2,0,,,,,798.7,23,276.8,228.7,190.4,869.3,
782.2,0,186.6,138.3,96.2,0,,,,,851.2,23,304.9,250.3,205.8,869.3,
831.5,0,203.4,149.5,102.5,0,,,,,906.2,23,333.3,271.7,220.7,869.3,
873.1,0,219.6,160.3,109.1,0,,,,,962.7,23,360.3,292.3,236.9,869.3,
943.2,0,230.3,167,114.9,0,,,,,1015,23,382.9,312.5,254.5,869.3,
993,0,248.7,179,122.9,0,,,,,1058.8,23,409.9,333.8,270.3,869.3,
1019.3,0,267.1,191.1,128.8,0,,,,,1123.7,23,437.4,356.9,290.9,869.3,
1096.4,0,286.1,203.3,138.2,0,,,,,1184.3,23,465.8,379.9,309.1,869.3,
1140.8,0,304.9,215.7,144.8,0,,,,,1245.2,23,494.1,403,327.7,869.3,
1184.9,0,322.3,227,150.5,0,,,,,1320.1,23.1,520.7,424.3,346.3,869.3,
1223,0,337.8,237.2,155.4,0,,,,,1381.2,23.1,549.9,447.6,363.8,869.3,
1255.6,0,353.2,247.6,161.4,0,,,,,1441.8,23.1,578.8,470,380.5,869.3,
1311,0,367.7,258.4,169.6,0,,,,,1508.3,23.1,607,493.3,400.4,869.3,
1365,0,382.7,268.3,176.4,0,,,,,1583.3,23.1,637.2,518.1,421,869.3,
1420.9,0,400,279.7,183.8,0,,,,,1655.4,23.1,668.5,543.4,440.8,869.3,
1510.2,0,410.7,289.3,192.3,0,,,,,1722.3,23.1,699.3,568.6,461.1,869.3,
1541.3,0,427.3,299.9,197.5,0,,,,,1798.3,23.1,728.3,592.4,481.1,869.3,
1569.8,0,444.4,310.6,202.6,0,,,,,1877.7,23.1,755.9,614.8,499.1,869.3,
1610.2,0,461.1,320.7,207.1,0,,,,,1977.5,80.6,776.5,633.9,516.5,869.3,
1661.1,0,476.6,330.3,212,0,2011-05-03,,,,2051.1,86.6,804.2,657,535.8,869.3,2014-10-02
28.5,0,17.1,10.7,5.1,1,,,,,79.4,0,27.6,22.4,18,796.2,
31.1,0,16.6,10.6,5.2,1,,,,,76,0,29,23.8,20,796.2,
89.3,0,10.7,9.6,8.5,1,,,,,66.9,0,30.8,25.2,20.3,796.2,
55.9,0,17.3,11.4,7.4,1,,,,,72.1,0,31.3,25.3,19.8,796.2,
54,0,15,9.9,6.8,1,,,,,75,0,30.2,24.8,20.6,796.2,
55.4,0,14.5,10.8,8.2,1,,,,,66.5,0,28.2,23.3,19.9,796.2,
32.6,0,15.4,10.4,6,1,,,,,60.6,0,28.9,22.4,16.7,796.2,
38.1,0,15.5,10.2,4.9,1,,,,,61.1,0,29.2,23.3,17.5,796.2,
44.1,0,17.4,11.3,5.7,1,,,,,74.9,0.1,26.6,21.3,18.6,796.2,
44.4,0,18.8,12.4,6.6,1,,,,,60.9,0,28.3,23.1,18.6,796.2,
77.1,0,19,12.2,9.4,1,,,,,60.6,0,28.4,23,18.2,796.2,
26.3,0,18.4,12.1,5.9,1,,,,,64.9,0,27.5,23.1,20.6,796.2,
49.8,0,18.4,12,8,1,,,,,43.8,0,27,21.3,15.8,796.2,
70.1,0,10.7,6.7,5.8,1,,,,,52.3,0,22.6,20.2,17.6,796.2,
41.6,0,16.2,10.8,6.6,1,,,,,56.5,0,27,20.6,16.2,796.2,
49.3,0,16.8,11.2,6.3,1,,,,,55,0,28.4,21.4,14.9,796.2,
32.4,0,18,13.5,8,1,,,,,52.5,0,28.1,21.6,15.4,796.2,
83.9,0,14.5,8.9,7.4,1,,,,,61.6,0,25.6,20.2,17.5,796.2,
59.6,0,14.2,9.7,6.1,1,,,,,57.5,0,27.9,21.4,15,796.2,
58.5,0,13.9,9.7,6.1,1,,,,,52.1,0,29,23,18.1,796.2,
61,0,15.7,11.3,7.2,1,,,,,77.9,6.5,23.8,20.3,18,796.2,
82,0,11.4,10.5,9.1,1,,,,,66.9,0,27.7,22.2,17.7,796.2,
74.3,0,14.2,11.4,8.7,1,,,,,78.1,0,24.2,21,18.6,796.2,
57,0,15.3,10.4,7.3,1,,,,,79,0,25.1,21.4,18.3,796.2,
47.4,0,18.4,13.2,7.3,1,,,,,85.5,0.5,24.7,21.7,19.2,796.2,
93.6,0,14.6,13,10.6,1,,,,,99,16,20.7,19.4,17.7,796.2,
74.9,0,15.7,12.5,9.9,1,,,,,72.5,0,23.7,18.9,15.4,796.2,
57.6,0,20.7,14.2,8.5,1,,,,,68.6,0,24.4,19.2,14.9,796.2,
44.1,0,20.6,15.3,11.9,1,,,,,89,9,20.1,18.1,17.1,796.2,
101.7,0,41.3,29.5,20.4,1,,,,,157.6,9,44.5,37.3,32,796.2,
176.6,0,57,42,30.3,1,,,,,230.1,9,68.2,56.2,47.4,796.2,
270.2,0,71.6,55,40.9,1,,,,,329.1,25,88.9,75.6,65.1,796.2,
317.6,0,90,68.2,48.2,1,,,,,414.6,25.5,113.6,97.3,84.3,796.2,
374.6,0,105.3,78.6,55.5,1,,,,,493.6,25.5,138.7,118.7,102.6,796.2,
448.9,0,119.5,90,64.2,1,,,,,571.7,25.5,162.9,139.7,121.2,796.2,
530.9,0,130.9,100.5,73.3,1,,,,,638.6,25.5,190.6,161.9,138.9,796.2,
591.9,0,146.6,111.8,80.5,1,,,,,716.5,32,214.4,182.2,156.9,796.2,
650.4,0,160.5,121.5,86.6,1,,,,,768.6,32,243.4,205.2,175,796.2,
710,0,174.7,131.2,92.7,1,,,,,826.1,32,271.3,226.6,190,796.2,
793.9,0,189.2,140.1,100.1,1,,,,,887.7,32,296.9,246.8,207.5,796.2,
826.3,0,207.2,153.6,108.1,1,,,,,940.2,32,325,268.4,222.9,796.2,
875.6,0,224,164.8,114.4,1,,,,,995.2,32,353.4,289.8,237.8,796.2,
917.2,0,240.2,175.6,121,1,,,,,1051.7,32,380.4,310.4,254,796.2,
987.3,0,250.9,182.3,126.8,1,,,,,1104,32,403,330.6,271.6,796.2,
1037.1,0,269.3,194.3,134.8,1,,,,,1147.8,32,430,351.9,287.4,796.2,
1063.4,0,287.7,206.4,140.7,1,,,,,1212.7,32,457.5,375,308,796.2,
1140.5,0,306.7,218.6,150.1,1,,,,,1273.3,32,485.9,398,326.2,796.2,
1184.9,0,325.5,231,156.7,1,,,,,1334.2,32,514.2,421.1,344.8,796.2,
1229,0,342.9,242.3,162.4,1,,,,,1409.1,32.1,540.8,442.4,363.4,796.2,
1267.1,0,358.4,252.5,167.3,1,,,,,1470.2,32.1,570,465.7,380.9,796.2,
1299.7,0,373.8,262.9,173.3,1,,,,,1530.8,32.1,598.9,488.1,397.6,796.2,
1355.1,0,388.3,273.7,181.5,1,,,,,1597.3,32.1,627.1,511.4,417.5,796.2,
1409.1,0,403.3,283.6,188.3,1,,,,,1672.3,32.1,657.3,536.2,438.1,796.2,
1465,0,420.6,295,195.7,1,,,,,1744.4,32.1,688.6,561.5,457.9,796.2,
1554.3,0,431.3,304.6,204.2,1,,,,,1811.3,32.1,719.4,586.7,478.2,796.2,
1585.4,0,447.9,315.2,209.4,1,,,,,1887.3,32.1,748.4,610.5,498.2,796.2,
1613.9,0,465,325.9,214.5,1,,,,,1966.7,32.1,776,632.9,516.2,796.2,
1654.3,0,481.7,336,219,1,2011-05-04,,,,2066.5,89.6,796.6,652,533.6,796.2,2014-10-03
31.1,0,16.6,10.6,5.2,0.8,,,,,76,0,29,23.8,20,783.4,
89.3,0,10.7,9.6,8.5,0.8,,,,,66.9,0,30.8,25.2,20.3,783.4,
55.9,0,17.3,11.4,7.4,0.8,,,,,72.1,0,31.3,25.3,19.8,783.4,
54,0,15,9.9,6.8,0.8,,,,,75,0,30.2,24.8,20.6,783.4,
55.4,0,14.5,10.8,8.2,0.8,,,,,66.5,0,28.2,23.3,19.9,783.4,
32.6,0,15.4,10.4,6,0.8,,,,,60.6,0,28.9,22.4,16.7,783.4,
38.1,0,15.5,10.2,4.9,0.8,,,,,61.1,0,29.2,23.3,17.5,783.4,
44.1,0,17.4,11.3,5.7,0.8,,,,,74.9,0.1,26.6,21.3,18.6,783.4,
44.4,0,18.8,12.4,6.6,0.8,,,,,60.9,0,28.3,23.1,18.6,783.4,
77.1,0,19,12.2,9.4,0.8,,,,,60.6,0,28.4,23,18.2,783.4,
26.3,0,18.4,12.1,5.9,0.8,,,,,64.9,0,27.5,23.1,20.6,783.4,
49.8,0,18.4,12,8,0.8,,,,,43.8,0,27,21.3,15.8,783.4,
70.1,0,10.7,6.7,5.8,0.8,,,,,52.3,0,22.6,20.2,17.6,783.4,
41.6,0,16.2,10.8,6.6,0.8,,,,,56.5,0,27,20.6,16.2,783.4,
49.3,0,16.8,11.2,6.3,0.8,,,,,55,0,28.4,21.4,14.9,783.4,
32.4,0,18,13.5,8,0.8,,,,,52.5,0,28.1,21.6,15.4,783.4,
83.9,0,14.5,8.9,7.4,0.8,,,,,61.6,0,25.6,20.2,17.5,783.4,
59.6,0,14.2,9.7,6.1,0.8,,,,,57.5,0,27.9,21.4,15,783.4,
58.5,0,13.9,9.7,6.1,0.8,,,,,52.1,0,29,23,18.1,783.4,
61,0,15.7,11.3,7.2,0.8,,,,,77.9,6.5,23.8,20.3,18,783.4,
82,0,11.4,10.5,9.1,0.8,,,,,66.9,0,27.7,22.2,17.7,783.4,
74.3,0,14.2,11.4,8.7,0.8,,,,,78.1,0,24.2,21,18.6,783.4,
57,0,15.3,10.4,7.3,0.8,,,,,79,0,25.1,21.4,18.3,783.4,
47.4,0,18.4,13.2,7.3,0.8,,,,,85.5,0.5,24.7,21.7,19.2,783.4,
93.6,0,14.6,13,10.6,0.8,,,,,99,16,20.7,19.4,17.7,783.4,
74.9,0,15.7,12.5,9.9,0.8,,,,,72.5,0,23.7,18.9,15.4,783.4,
57.6,0,20.7,14.2,8.5,0.8,,,,,68.6,0,24.4,19.2,14.9,783.4,
44.1,0,20.6,15.3,11.9,0.8,,,,,89,9,20.1,18.1,17.1,783.4,
41.5,0,21.8,15.9,10.6,0.8,,,,,74.3,0,20.8,16.1,13.4,783.4,
85.6,0,42.4,31.2,22.5,0.8,,,,,163.3,9,40.9,34.2,30.5,783.4,
143.2,0,63.1,45.4,31,0.8,,,,,231.9,9,65.3,53.4,45.4,783.4,
218.1,0,78.8,57.9,40.9,0.8,,,,,304.4,9,89,72.3,60.8,783.4,
311.7,0,93.4,70.9,51.5,0.8,,,,,403.4,25,109.7,91.7,78.5,783.4,
359.1,0,111.8,84.1,58.8,0.8,,,,,488.9,25.5,134.4,113.4,97.7,783.4,
416.1,0,127.1,94.5,66.1,0.8,,,,,567.9,25.5,159.5,134.8,116,783.4,
490.4,0,141.3,105.9,74.8,0.8,,,,,646,25.5,183.7,155.8,134.6,783.4,
572.4,0,152.7,116.4,83.9,0.8,,,,,712.9,25.5,211.4,178,152.3,783.4,
633.4,0,168.4,127.7,91.1,0.8,,,,,790.8,32,235.2,198.3,170.3,783.4,
691.9,0,182.3,137.4,97.2,0.8,,,,,842.9,32,264.2,221.3,188.4,783.4,
751.5,0,196.5,147.1,103.3,0.8,,,,,900.4,32,292.1,242.7,203.4,783.4,
835.4,0,211,156,110.7,0.8,,,,,962,32,317.7,262.9,220.9,783.4,
867.8,0,229,169.5,118.7,0.8,,,,,1014.5,32,345.8,284.5,236.3,783.4,
917.1,0,245.8,180.7,125,0.8,,,,,1069.5,32,374.2,305.9,251.2,783.4,
958.7,0,262,191.5,131.6,0.8,,,,,1126,32,401.2,326.5,267.4,783.4,
1028.8,0,272.7,198.2,137.4,0.8,,,,,1178.3,32,423.8,346.7,285,783.4,
1078.6,0,291.1,210.2,145.4,0.8,,,,,1222.1,32,450.8,368,300.8,783.4,
1104.9,0,309.5,222.3,151.3,0.8,,,,,1287,32,478.3,391.1,321.4,783.4,
1182,0,328.5,234.5,160.7,0.8,,,,,1347.6,32,506.7,414.1,339.6,783.4,
1226.4,0,347.3,246.9,167.3,0.8,,,,,1408.5,32,535,437.2,358.2,783.4,
1270.5,0,364.7,258.2,173,0.8,,,,,1483.4,32.1,561.6,458.5,376.8,783.4,
1308.6,0,380.2,268.4,177.9,0.8,,,,,1544.5,32.1,590.8,481.8,394.3,783.4,
1341.2,0,395.6,278.8,183.9,0.8,,,,,1605.1,32.1,619.7,504.2,411,783.4,
1396.6,0,410.1,289.6,192.1,0.8,,,,,1671.6,32.1,647.9,527.5,430.9,783.4,
1450.6,0,425.1,299.5,198.9,0.8,,,,,1746.6,32.1,678.1,552.3,451.5,783.4,
1506.5,0,442.4,310.9,206.3,0.8,,,,,1818.7,32.1,709.4,577.6,471.3,783.4,
1595.8,0,453.1,320.5,214.8,0.8,,,,,1885.6,32.1,740.2,602.8,491.6,783.4,
1626.9,0,469.7,331.1,220,0.8,,,,,1961.6,32.1,769.2,626.6,511.6,783.4,
1655.4,0,486.8,341.8,225.1,0.8,2011-05-05,,,,2041,32.1,796.8,649,529.6,783.4,2014-10-04
89.3,0,10.7,9.6,8.5,0.2,,,,,66.9,0,30.8,25.2,20.3,907,
55.9,0,17.3,11.4,7.4,0.2,,,,,72.1,0,31.3,25.3,19.8,907,
54,0,15,9.9,6.8,0.2,,,,,75,0,30.2,24.8,20.6,907,
55.4,0,14.5,10.8,8.2,0.2,,,,,66.5,0,28.2,23.3,19.9,907,
32.6,0,15.4,10.4,6,0.2,,,,,60.6,0,28.9,22.4,16.7,907,
38.1,0,15.5,10.2,4.9,0.2,,,,,61.1,0,29.2,23.3,17.5,907,
44.1,0,17.4,11.3,5.7,0.2,,,,,74.9,0.1,26.6,21.3,18.6,907,
44.4,0,18.8,12.4,6.6,0.2,,,,,60.9,0,28.3,23.1,18.6,907,
77.1,0,19,12.2,9.4,0.2,,,,,60.6,0,28.4,23,18.2,907,
26.3,0,18.4,12.1,5.9,0.2,,,,,64.9,0,27.5,23.1,20.6,907,
49.8,0,18.4,12,8,0.2,,,,,43.8,0,27,21.3,15.8,907,
70.1,0,10.7,6.7,5.8,0.2,,,,,52.3,0,22.6,20.2,17.6,907,
41.6,0,16.2,10.8,6.6,0.2,,,,,56.5,0,27,20.6,16.2,907,
49.3,0,16.8,11.2,6.3,0.2,,,,,55,0,28.4,21.4,14.9,907,
32.4,0,18,13.5,8,0.2,,,,,52.5,0,28.1,21.6,15.4,907,
83.9,0,14.5,8.9,7.4,0.2,,,,,61.6,0,25.6,20.2,17.5,907,
59.6,0,14.2,9.7,6.1,0.2,,,,,57.5,0,27.9,21.4,15,907,
58.5,0,13.9,9.7,6.1,0.2,,,,,52.1,0,29,23,18.1,907,
61,0,15.7,11.3,7.2,0.2,,,,,77.9,6.5,23.8,20.3,18,907,
82,0,11.4,10.5,9.1,0.2,,,,,66.9,0,27.7,22.2,17.7,907,
74.3,0,14.2,11.4,8.7,0.2,,,,,78.1,0,24.2,21,18.6,907,
57,0,15.3,10.4,7.3,0.2,,,,,79,0,25.1,21.4,18.3,907,
47.4,0,18.4,13.2,7.3,0.2,,,,,85.5,0.5,24.7,21.7,19.2,907,
93.6,0,14.6,13,10.6,0.2,,,,,99,16,20.7,19.4,17.7,907,
74.9,0,15.7,12.5,9.9,0.2,,,,,72.5,0,23.7,18.9,15.4,907,
57.6,0,20.7,14.2,8.5,0.2,,,,,68.6,0,24.4,19.2,14.9,907,
44.1,0,20.6,15.3,11.9,0.2,,,,,89,9,20.1,18.1,17.1,907,
41.5,0,21.8,15.9,10.6,0.2,,,,,74.3,0,20.8,16.1,13.4,907,
35.9,0,23.7,17.5,12.7,0.2,,,,,62,0,23,16.9,11.6,907,
77.4,0,45.5,33.4,23.3,0.2,,,,,136.3,0,43.8,33,25,907,
121.5,0,66.1,48.7,35.2,0.2,,,,,225.3,9,63.9,51.1,42.1,907,
179.1,0,86.8,62.9,43.7,0.2,,,,,293.9,9,88.3,70.3,57,907,
254,0,102.5,75.4,53.6,0.2,,,,,366.4,9,112,89.2,72.4,907,
347.6,0,117.1,88.4,64.2,0.2,,,,,465.4,25,132.7,108.6,90.1,907,
395,0,135.5,101.6,71.5,0.2,,,,,550.9,25.5,157.4,130.3,109.3,907,
452,0,150.8,112,78.8,0.2,,,,,629.9,25.5,182.5,151.7,127.6,907,
526.3,0,165,123.4,87.5,0.2,,,,,708,25.5,206.7,172.7,146.2,907,
608.3,0,176.4,133.9,96.6,0.2,,,,,774.9,25.5,234.4,194.9,163.9,907,
669.3,0,192.1,145.2,103.8,0.2,,,,,852.8,32,258.2,215.2,181.9,907,
727.8,0,206,154.9,109.9,0.2,,,,,904.9,32,287.2,238.2,200,907,
787.4,0,220.2,164.6,116,0.2,,,,,962.4,32,315.1,259.6,215,907,
871.3,0,234.7,173.5,123.4,0.2,,,,,1024,32,340.7,279.8,232.5,907,
903.7,0,252.7,187,131.4,0.2,,,,,1076.5,32,368.8,301.4,247.9,907,
953,0,269.5,198.2,137.7,0.2,,,,,1131.5,32,397.2,322.8,262.8,907,
994.6,0,285.7,209,144.3,0.2,,,,,1188,32,424.2,343.4,279,907,
1064.7,0,296.4,215.7,150.1,0.2,,,,,1240.3,32,446.8,363.6,296.6,907,
1114.5,0,314.8,227.7,158.1,0.2,,,,,1284.1,32,473.8,384.9,312.4,907,
1140.8,0,333.2,239.8,164,0.2,,,,,1349,32,501.3,408,333,907,
1217.9,0,352.2,252,173.4,0.2,,,,,1409.6,32,529.7,431,351.2,907,
1262.3,0,371,264.4,180,0.2,,,,,1470.5,32,558,454.1,369.8,907,
1306.4,0,388.4,275.7,185.7,0.2,,,,,1545.4,32.1,584.6,475.4,388.4,907,
1344.5,0,403.9,285.9,190.6,0.2,,,,,1606.5,32.1,613.8,498.7,405.9,907,
1377.1,0,419.3,296.3,196.6,0.2,,,,,1667.1,32.1,642.7,521.1,422.6,907,
1432.5,0,433.8,307.1,204.8,0.2,,,,,1733.6,32.1,670.9,544.4,442.5,907,
1486.5,0,448.8,317,211.6,0.2,,,,,1808.6,32.1,701.1,569.2,463.1,907,
1542.4,0,466.1,328.4,219,0.2,,,,,1880.7,32.1,732.4,594.5,482.9,907,
1631.7,0,476.8,338,227.5,0.2,,,,,1947.6,32.1,763.2,619.7,503.2,907,
1662.8,0,493.4,348.6,232.7,0.2,2011-05-06,,,,2023.6,32.1,792.2,643.5,523.2,907,2014-10-05
55.9,0,17.3,11.4,7.4,0,,,,,72.1,0,31.3,25.3,19.8,568.3,
54,0,15,9.9,6.8,0,,,,,75,0,30.2,24.8,20.6,568.3,
55.4,0,14.5,10.8,8.2,0,,,,,66.5,0,28.2,23.3,19.9,568.3,
32.6,0,15.4,10.4,6,0,,,,,60.6,0,28.9,22.4,16.7,568.3,
38.1,0,15.5,10.2,4.9,0,,,,,61.1,0,29.2,23.3,17.5,568.3,
44.1,0,17.4,11.3,5.7,0,,,,,74.9,0.1,26.6,21.3,18.6,568.3,
44.4,0,18.8,12.4,6.6,0,,,,,60.9,0,28.3,23.1,18.6,568.3,
77.1,0,19,12.2,9.4,0,,,,,60.6,0,28.4,23,18.2,568.3,
