,0,1,2,3,4,5,6
428,2014-06-08,75.3,0,24.5,21.4,19.2,100.4545455
429,2014-06-09,70.8,0,28.7,22.9,18.5,176.8181818
430,2014-06-10,72,5.5,29.3,23.6,20,460.1818182
431,2014-06-11,87.1,19,26.9,20.5,18.3,224.3636364
432,2014-06-12,73.9,0.1,27.1,21.2,17.3,221.0909091
433,2014-06-13,79,0,25.8,21.3,18.4,1800.181818
434,2014-06-14,71.6,0,27.7,22.5,18.3,1834.909091
435,2014-05-18,50.1,0,27.1,20.3,13.7,69.45454545
436,2014-05-19,55.1,0,26.2,20,14.1,95.90909091
437,2014-05-20,45.4,0,28.4,21.5,16.1,295.2727273
438,2014-05-21,65.3,0,26.5,20.1,15.9,489.8181818
439,2014-05-22,63.4,0,28.3,20.9,13.6,271.8181818
440,2014-05-23,68.4,0,27.8,22,17.6,337.1818182
441,2014-05-24,68.8,0,27.9,21.3,16.9,86.18181818
442,2014-05-25,78.9,21,24.9,20.5,18.3,231.6363636
443,2014-05-26,67.4,1.5,24.7,19.4,16.5,143.4545455
444,2014-05-27,49.5,0,28.3,22.8,16.7,190.8181818
445,2014-05-28,60.8,0,29.8,24,19.9,166.5454545
446,2014-05-29,54.6,0,30.9,23.2,17.5,125.1818182
447,2014-05-30,42.5,0,31.8,24.8,17.3,132.3636364
448,2014-05-31,50.3,0,33.3,26.2,20.5,129.4545455
449,2014-06-01,58.1,0,29.9,24.7,20.4,109.3636364
450,2014-06-02,73.5,2,24.6,22.6,20.6,1088.272727
451,2014-06-03,95.3,33,21,18.7,17.5,212.2727273
452,2014-06-04,61.5,0,27.8,22.8,18.7,176.7272727
453,2014-06-05,58.8,0,26.1,22.9,20.4,179.1818182
454,2014-06-06,58.9,0,31.1,24.4,18.8,208.3636364
455,2014-06-07,65.1,0,27.1,23.5,19.7,406.8181818
456,2014-06-08,75.3,0,24.5,21.4,19.2,100.4545455
457,2014-06-09,70.8,0,28.7,22.9,18.5,176.8181818
458,2014-06-10,72,5.5,29.3,23.6,20,460.1818182
459,2014-06-11,87.1,19,26.9,20.5,18.3,224.3636364
460,2014-06-12,73.9,0.1,27.1,21.2,17.3,221.0909091
461,2014-06-13,79,0,25.8,21.3,18.4,1800.181818
462,2014-06-14,71.6,0,27.7,22.5,18.3,1834.909091
463,2014-06-15,69.9,0,28.5,23.2,19.5,1531
464,2014-05-19,55.1,0,26.2,20,14.1,95.90909091
465,2014-05-20,45.4,0,28.4,21.5,16.1,295.2727273
466,2014-05-21,65.3,0,26.5,20.1,15.9,489.8181818
467,2014-05-22,63.4,0,28.3,20.9,13.6,271.8181818
468,2014-05-23,68.4,0,27.8,22,17.6,337.1818182
469,2014-05-24,68.8,0,27.9,21.3,16.9,86.18181818
470,2014-05-25,78.9,21,24.9,20.5,18.3,231.6363636
471,2014-05-26,67.4,1.5,24.7,19.4,16.5,143.4545455
472,2014-05-27,49.5,0,28.3,22.8,16.7,190.8181818
473,2014-05-28,60.8,0,29.8,24,19.9,166.5454545
474,2014-05-29,54.6,0,30.9,23.2,17.5,125.1818182
475,2014-05-30,42.5,0,31.8,24.8,17.3,132.3636364
476,2014-05-31,50.3,0,33.3,26.2,20.5,129.4545455
477,2014-06-01,58.1,0,29.9,24.7,20.4,109.3636364
478,2014-06-02,73.5,2,24.6,22.6,20.6,1088.272727
479,2014-06-03,95.3,33,21,18.7,17.5,212.2727273
480,2014-06-04,61.5,0,27.8,22.8,18.7,176.7272727
481,2014-06-05,58.8,0,26.1,22.9,20.4,179.1818182
482,2014-06-06,58.9,0,31.1,24.4,18.8,208.3636364
483,2014-06-07,65.1,0,27.1,23.5,19.7,406.8181818
484,2014-06-08,75.3,0,24.5,21.4,19.2,100.4545455
485,2014-06-09,70.8,0,28.7,22.9,18.5,176.8181818
486,2014-06-10,72,5.5,29.3,23.6,20,460.1818182
487,2014-06-11,87.1,19,26.9,20.5,18.3,224.3636364
488,2014-06-12,73.9,0.1,27.1,21.2,17.3,221.0909091
489,2014-06-13,79,0,25.8,21.3,18.4,1800.181818
490,2014-06-14,71.6,0,27.7,22.5,18.3,1834.909091
491,2014-06-15,69.9,0,28.5,23.2,19.5,1531
492,2014-06-16,66.4,0,29,23.9,19.1,2369.272727
493,2014-05-20,45.4,0,28.4,21.5,16.1,295.2727273
494,2014-05-21,65.3,0,26.5,20.1,15.9,489.8181818
495,2014-05-22,63.4,0,28.3,20.9,13.6,271.8181818
496,2014-05-23,68.4,0,27.8,22,17.6,337.1818182
497,2014-05-24,68.8,0,27.9,21.3,16.9,86.18181818
498,2014-05-25,78.9,21,24.9,20.5,18.3,231.6363636
499,2014-05-26,67.4,1.5,24.7,19.4,16.5,143.4545455
500,2014-05-27,49.5,0,28.3,22.8,16.7,190.8181818
501,2014-05-28,60.8,0,29.8,24,19.9,166.5454545
502,2014-05-29,54.6,0,30.9,23.2,17.5,125.1818182
503,2014-05-30,42.5,0,31.8,24.8,17.3,132.3636364
504,2014-05-31,50.3,0,33.3,26.2,20.5,129.4545455
505,2014-06-01,58.1,0,29.9,24.7,20.4,109.3636364
506,2014-06-02,73.5,2,24.6,22.6,20.6,1088.272727
507,2014-06-03,95.3,33,21,18.7,17.5,212.2727273
508,2014-06-04,61.5,0,27.8,22.8,18.7,176.7272727
509,2014-06-05,58.8,0,26.1,22.9,20.4,179.1818182
510,2014-06-06,58.9,0,31.1,24.4,18.8,208.3636364
511,2014-06-07,65.1,0,27.1,23.5,19.7,406.8181818
512,2014-06-08,75.3,0,24.5,21.4,19.2,100.4545455
513,2014-06-09,70.8,0,28.7,22.9,18.5,176.8181818
514,2014-06-10,72,5.5,29.3,23.6,20,460.1818182
515,2014-06-11,87.1,19,26.9,20.5,18.3,224.3636364
516,2014-06-12,73.9,0.1,27.1,21.2,17.3,221.0909091
517,2014-06-13,79,0,25.8,21.3,18.4,1800.181818
518,2014-06-14,71.6,0,27.7,22.5,18.3,1834.909091
519,2014-06-15,69.9,0,28.5,23.2,19.5,1531
520,2014-06-16,66.4,0,29,23.9,19.1,2369.272727
521,2014-06-17,71.8,3.5,30.7,24.5,21.5,0
522,2014-05-21,65.3,0,26.5,20.1,15.9,489.8181818
523,2014-05-22,63.4,0,28.3,20.9,13.6,271.8181818
524,2014-05-23,68.4,0,27.8,22,17.6,337.1818182
525,2014-05-24,68.8,0,27.9,21.3,16.9,86.18181818
526,2014-05-25,78.9,21,24.9,20.5,18.3,231.6363636
527,2014-05-26,67.4,1.5,24.7,19.4,16.5,143.4545455
528,2014-05-27,49.5,0,28.3,22.8,16.7,190.8181818
529,2014-05-28,60.8,0,29.8,24,19.9,166.5454545
530,2014-05-29,54.6,0,30.9,23.2,17.5,125.1818182
531,2014-05-30,42.5,0,31.8,24.8,17.3,132.3636364
532,2014-05-31,50.3,0,33.3,26.2,20.5,129.4545455
533,2014-06-01,58.1,0,29.9,24.7,20.4,109.3636364
534,2014-06-02,73.5,2,24.6,22.6,20.6,1088.272727
535,2014-06-03,95.3,33,21,18.7,17.5,212.2727273
536,2014-06-04,61.5,0,27.8,22.8,18.7,176.7272727
537,2014-06-05,58.8,0,26.1,22.9,20.4,179.1818182
538,2014-06-06,58.9,0,31.1,24.4,18.8,208.3636364
539,2014-06-07,65.1,0,27.1,23.5,19.7,406.8181818
540,2014-06-08,75.3,0,24.5,21.4,19.2,100.4545455
541,2014-06-09,70.8,0,28.7,22.9,18.5,176.8181818
542,2014-06-10,72,5.5,29.3,23.6,20,460.1818182
543,2014-06-11,87.1,19,26.9,20.5,18.3,224.3636364
544,2014-06-12,73.9,0.1,27.1,21.2,17.3,221.0909091
545,2014-06-13,79,0,25.8,21.3,18.4,1800.181818
546,2014-06-14,71.6,0,27.7,22.5,18.3,1834.909091
547,2014-06-15,69.9,0,28.5,23.2,19.5,1531
548,2014-06-16,66.4,0,29,23.9,19.1,2369.272727
549,2014-06-17,71.8,3.5,30.7,24.5,21.5,0
550,2014-06-18,71.3,0.1,29.1,24.4,20.5,166
551,2014-05-22,63.4,0,28.3,20.9,13.6,271.8181818
552,2014-05-23,68.4,0,27.8,22,17.6,337.1818182
553,2014-05-24,68.8,0,27.9,21.3,16.9,86.18181818
554,2014-05-25,78.9,21,24.9,20.5,18.3,231.6363636
555,2014-05-26,67.4,1.5,24.7,19.4,16.5,143.4545455
556,2014-05-27,49.5,0,28.3,22.8,16.7,190.8181818
557,2014-05-28,60.8,0,29.8,24,19.9,166.5454545
558,2014-05-29,54.6,0,30.9,23.2,17.5,125.1818182
559,2014-05-30,42.5,0,31.8,24.8,17.3,132.3636364
560,2014-05-31,50.3,0,33.3,26.2,20.5,129.4545455
561,2014-06-01,58.1,0,29.9,24.7,20.4,109.3636364
562,2014-06-02,73.5,2,24.6,22.6,20.6,1088.272727
563,2014-06-03,95.3,33,21,18.7,17.5,212.2727273
564,2014-06-04,61.5,0,27.8,22.8,18.7,176.7272727
565,2014-06-05,58.8,0,26.1,22.9,20.4,179.1818182
566,2014-06-06,58.9,0,31.1,24.4,18.8,208.3636364
567,2014-06-07,65.1,0,27.1,23.5,19.7,406.8181818
568,2014-06-08,75.3,0,24.5,21.4,19.2,100.4545455
569,2014-06-09,70.8,0,28.7,22.9,18.5,176.8181818
570,2014-06-10,72,5.5,29.3,23.6,20,460.1818182
571,2014-06-11,87.1,19,26.9,20.5,18.3,224.3636364
572,2014-06-12,73.9,0.1,27.1,21.2,17.3,221.0909091
573,2014-06-13,79,0,25.8,21.3,18.4,1800.181818
574,2014-06-14,71.6,0,27.7,22.5,18.3,1834.909091
575,2014-06-15,69.9,0,28.5,23.2,19.5,1531
576,2014-06-16,66.4,0,29,23.9,19.1,2369.272727
577,2014-06-17,71.8,3.5,30.7,24.5,21.5,0
578,2014-06-18,71.3,0.1,29.1,24.4,20.5,166
579,2014-06-19,79.3,0,25.6,22.5,20.8,190
580,2014-05-23,68.4,0,27.8,22,17.6,337.1818182
581,2014-05-24,68.8,0,27.9,21.3,16.9,86.18181818
582,2014-05-25,78.9,21,24.9,20.5,18.3,231.6363636
583,2014-05-26,67.4,1.5,24.7,19.4,16.5,143.4545455
584,2014-05-27,49.5,0,28.3,22.8,16.7,190.8181818
585,2014-05-28,60.8,0,29.8,24,19.9,166.5454545
586,2014-05-29,54.6,0,30.9,23.2,17.5,125.1818182
587,2014-05-30,42.5,0,31.8,24.8,17.3,132.3636364
588,2014-05-31,50.3,0,33.3,26.2,20.5,129.4545455
589,2014-06-01,58.1,0,29.9,24.7,20.4,109.3636364
590,2014-06-02,73.5,2,24.6,22.6,20.6,1088.272727
591,2014-06-03,95.3,33,21,18.7,17.5,212.2727273
592,2014-06-04,61.5,0,27.8,22.8,18.7,176.7272727
593,2014-06-05,58.8,0,26.1,22.9,20.4,179.1818182
594,2014-06-06,58.9,0,31.1,24.4,18.8,208.3636364
595,2014-06-07,65.1,0,27.1,23.5,19.7,406.8181818
596,2014-06-08,75.3,0,24.5,21.4,19.2,100.4545455
597,2014-06-09,70.8,0,28.7,22.9,18.5,176.8181818
598,2014-06-10,72,5.5,29.3,23.6,20,460.1818182
599,2014-06-11,87.1,19,26.9,20.5,18.3,224.3636364
600,2014-06-12,73.9,0.1,27.1,21.2,17.3,221.0909091
601,2014-06-13,79,0,25.8,21.3,18.4,1800.181818
602,2014-06-14,71.6,0,27.7,22.5,18.3,1834.909091
603,2014-06-15,69.9,0,28.5,23.2,19.5,1531
604,2014-06-16,66.4,0,29,23.9,19.1,2369.272727
605,2014-06-17,71.8,3.5,30.7,24.5,21.5,0
606,2014-06-18,71.3,0.1,29.1,24.4,20.5,166
607,2014-06-19,79.3,0,25.6,22.5,20.8,190
608,2014-06-20,76.5,1.5,28.6,24.2,20.7,135.0909091
609,2014-05-24,68.8,0,27.9,21.3,16.9,86.18181818
610,2014-05-25,78.9,21,24.9,20.5,18.3,231.6363636
611,2014-05-26,67.4,1.5,24.7,19.4,16.5,143.4545455
612,2014-05-27,49.5,0,28.3,22.8,16.7,190.8181818
613,2014-05-28,60.8,0,29.8,24,19.9,166.5454545
614,2014-05-29,54.6,0,30.9,23.2,17.5,125.1818182
615,2014-05-30,42.5,0,31.8,24.8,17.3,132.3636364
616,2014-05-31,50.3,0,33.3,26.2,20.5,129.4545455
617,2014-06-01,58.1,0,29.9,24.7,20.4,109.3636364
618,2014-06-02,73.5,2,24.6,22.6,20.6,1088.272727
619,2014-06-03,95.3,33,21,18.7,17.5,212.2727273
620,2014-06-04,61.5,0,27.8,22.8,18.7,176.7272727
621,2014-06-05,58.8,0,26.1,22.9,20.4,179.1818182
622,2014-06-06,58.9,0,31.1,24.4,18.8,208.3636364
623,2014-06-07,65.1,0,27.1,23.5,19.7,406.8181818
624,2014-06-08,75.3,0,24.5,21.4,19.2,100.4545455
625,2014-06-09,70.8,0,28.7,22.9,18.5,176.8181818
626,2014-06-10,72,5.5,29.3,23.6,20,460.1818182
627,2014-06-11,87.1,19,26.9,20.5,18.3,224.3636364
628,2014-06-12,73.9,0.1,27.1,21.2,17.3,221.0909091
629,2014-06-13,79,0,25.8,21.3,18.4,1800.181818
630,2014-06-14,71.6,0,27.7,22.5,18.3,1834.909091
631,2014-06-15,69.9,0,28.5,23.2,19.5,1531
632,2014-06-16,66.4,0,29,23.9,19.1,2369.272727
633,2014-06-17,71.8,3.5,30.7,24.5,21.5,0
634,2014-06-18,71.3,0.1,29.1,24.4,20.5,166
635,2014-06-19,79.3,0,25.6,22.5,20.8,190
636,2014-06-20,76.5,1.5,28.6,24.2,20.7,135.0909091
637,2014-06-21,80.9,8.5,28.2,23.1,19.8,181.9090909
638,2014-05-25,78.9,21,24.9,20.5,18.3,231.6363636
639,2014-05-26,67.4,1.5,24.7,19.4,16.5,143.4545455
640,2014-05-27,49.5,0,28.3,22.8,16.7,190.8181818
641,2014-05-28,60.8,0,29.8,24,19.9,166.5454545
642,2014-05-29,54.6,0,30.9,23.2,17.5,125.1818182
643,2014-05-30,42.5,0,31.8,24.8,17.3,132.3636364
644,2014-05-31,50.3,0,33.3,26.2,20.5,129.4545455
645,2014-06-01,58.1,0,29.9,24.7,20.4,109.3636364
646,2014-06-02,73.5,2,24.6,22.6,20.6,1088.272727
647,2014-06-03,95.3,33,21,18.7,17.5,212.2727273
648,2014-06-04,61.5,0,27.8,22.8,18.7,176.7272727
649,2014-06-05,58.8,0,26.1,22.9,20.4,179.1818182
650,2014-06-06,58.9,0,31.1,24.4,18.8,208.3636364
651,2014-06-07,65.1,0,27.1,23.5,19.7,406.8181818
652,2014-06-08,75.3,0,24.5,21.4,19.2,100.4545455
653,2014-06-09,70.8,0,28.7,22.9,18.5,176.8181818
654,2014-06-10,72,5.5,29.3,23.6,20,460.1818182
655,2014-06-11,87.1,19,26.9,20.5,18.3,224.3636364
656,2014-06-12,73.9,0.1,27.1,21.2,17.3,221.0909091
657,2014-06-13,79,0,25.8,21.3,18.4,1800.181818
658,2014-06-14,71.6,0,27.7,22.5,18.3,1834.909091
659,2014-06-15,69.9,0,28.5,23.2,19.5,1531
660,2014-06-16,66.4,0,29,23.9,19.1,2369.272727
661,2014-06-17,71.8,3.5,30.7,24.5,21.5,0
662,2014-06-18,71.3,0.1,29.1,24.4,20.5,166
663,2014-06-19,79.3,0,25.6,22.5,20.8,190
664,2014-06-20,76.5,1.5,28.6,24.2,20.7,135.0909091
665,2014-06-21,80.9,8.5,28.2,23.1,19.8,181.9090909
666,2014-06-22,74.4,0.4,29,23.7,20.2,195.7272727
667,2014-05-26,67.4,1.5,24.7,19.4,16.5,143.4545455
668,2014-05-27,49.5,0,28.3,22.8,16.7,190.8181818
669,2014-05-28,60.8,0,29.8,24,19.9,166.5454545
670,2014-05-29,54.6,0,30.9,23.2,17.5,125.1818182
671,2014-05-30,42.5,0,31.8,24.8,17.3,132.3636364
672,2014-05-31,50.3,0,33.3,26.2,20.5,129.4545455
673,2014-06-01,58.1,0,29.9,24.7,20.4,109.3636364
674,2014-06-02,73.5,2,24.6,22.6,20.6,1088.272727
675,2014-06-03,95.3,33,21,18.7,17.5,212.2727273
676,2014-06-04,61.5,0,27.8,22.8,18.7,176.7272727
677,2014-06-05,58.8,0,26.1,22.9,20.4,179.1818182
678,2014-06-06,58.9,0,31.1,24.4,18.8,208.3636364
679,2014-06-07,65.1,0,27.1,23.5,19.7,406.8181818
680,2014-06-08,75.3,0,24.5,21.4,19.2,100.4545455
681,2014-06-09,70.8,0,28.7,22.9,18.5,176.8181818
682,2014-06-10,72,5.5,29.3,23.6,20,460.1818182
683,2014-06-11,87.1,19,26.9,20.5,18.3,224.3636364
684,2014-06-12,73.9,0.1,27.1,21.2,17.3,221.0909091
685,2014-06-13,79,0,25.8,21.3,18.4,1800.181818
686,2014-06-14,71.6,0,27.7,22.5,18.3,1834.909091
687,2014-06-15,69.9,0,28.5,23.2,19.5,1531
688,2014-06-16,66.4,0,29,23.9,19.1,2369.272727
689,2014-06-17,71.8,3.5,30.7,24.5,21.5,0
690,2014-06-18,71.3,0.1,29.1,24.4,20.5,166
691,2014-06-19,79.3,0,25.6,22.5,20.8,190
692,2014-06-20,76.5,1.5,28.6,24.2,20.7,135.0909091
693,2014-06-21,80.9,8.5,28.2,23.1,19.8,181.9090909
694,2014-06-22,74.4,0.4,29,23.7,20.2,195.7272727
695,2014-06-23,91.4,24.5,23.2,21,19.4,142.4545455
696,2014-05-27,49.5,0,28.3,22.8,16.7,190.8181818
697,2014-05-28,60.8,0,29.8,24,19.9,166.5454545
698,2014-05-29,54.6,0,30.9,23.2,17.5,125.1818182
699,2014-05-30,42.5,0,31.8,24.8,17.3,132.3636364
700,2014-05-31,50.3,0,33.3,26.2,20.5,129.4545455
701,2014-06-01,58.1,0,29.9,24.7,20.4,109.3636364
702,2014-06-02,73.5,2,24.6,22.6,20.6,1088.272727
703,2014-06-03,95.3,33,21,18.7,17.5,212.2727273
704,2014-06-04,61.5,0,27.8,22.8,18.7,176.7272727
705,2014-06-05,58.8,0,26.1,22.9,20.4,179.1818182
706,2014-06-06,58.9,0,31.1,24.4,18.8,208.3636364
707,2014-06-07,65.1,0,27.1,23.5,19.7,406.8181818
708,2014-06-08,75.3,0,24.5,21.4,19.2,100.4545455
709,2014-06-09,70.8,0,28.7,22.9,18.5,176.8181818
710,2014-06-10,72,5.5,29.3,23.6,20,460.1818182
711,2014-06-11,87.1,19,26.9,20.5,18.3,224.3636364
712,2014-06-12,73.9,0.1,27.1,21.2,17.3,221.0909091
713,2014-06-13,79,0,25.8,21.3,18.4,1800.181818
714,2014-06-14,71.6,0,27.7,22.5,18.3,1834.909091
715,2014-06-15,69.9,0,28.5,23.2,19.5,1531
716,2014-06-16,66.4,0,29,23.9,19.1,2369.272727
717,2014-06-17,71.8,3.5,30.7,24.5,21.5,0
718,2014-06-18,71.3,0.1,29.1,24.4,20.5,166
719,2014-06-19,79.3,0,25.6,22.5,20.8,190
720,2014-06-20,76.5,1.5,28.6,24.2,20.7,135.0909091
721,2014-06-21,80.9,8.5,28.2,23.1,19.8,181.9090909
722,2014-06-22,74.4,0.4,29,23.7,20.2,195.7272727
723,2014-06-23,91.4,24.5,23.2,21,19.4,142.4545455
724,2014-06-24,74.6,0,27.2,22.9,19.4,175.6363636
725,2014-05-28,60.8,0,29.8,24,19.9,166.5454545
726,2014-05-29,54.6,0,30.9,23.2,17.5,125.1818182
727,2014-05-30,42.5,0,31.8,24.8,17.3,132.3636364
728,2014-05-31,50.3,0,33.3,26.2,20.5,129.4545455
729,2014-06-01,58.1,0,29.9,24.7,20.4,109.3636364
730,2014-06-02,73.5,2,24.6,22.6,20.6,1088.272727
731,2014-06-03,95.3,33,21,18.7,17.5,212.2727273
732,2014-06-04,61.5,0,27.8,22.8,18.7,176.7272727
733,2014-06-05,58.8,0,26.1,22.9,20.4,179.1818182
734,2014-06-06,58.9,0,31.1,24.4,18.8,208.3636364
735,2014-06-07,65.1,0,27.1,23.5,19.7,406.8181818
736,2014-06-08,75.3,0,24.5,21.4,19.2,100.4545455
737,2014-06-09,70.8,0,28.7,22.9,18.5,176.8181818
738,2014-06-10,72,5.5,29.3,23.6,20,460.1818182
739,2014-06-11,87.1,19,26.9,20.5,18.3,224.3636364
740,2014-06-12,73.9,0.1,27.1,21.2,17.3,221.0909091
741,2014-06-13,79,0,25.8,21.3,18.4,1800.181818
742,2014-06-14,71.6,0,27.7,22.5,18.3,1834.909091
743,2014-06-15,69.9,0,28.5,23.2,19.5,1531
744,2014-06-16,66.4,0,29,23.9,19.1,2369.272727
745,2014-06-17,71.8,3.5,30.7,24.5,21.5,0
746,2014-06-18,71.3,0.1,29.1,24.4,20.5,166
747,2014-06-19,79.3,0,25.6,22.5,20.8,190
748,2014-06-20,76.5,1.5,28.6,24.2,20.7,135.0909091
749,2014-06-21,80.9,8.5,28.2,23.1,19.8,181.9090909
750,2014-06-22,74.4,0.4,29,23.7,20.2,195.7272727
751,2014-06-23,91.4,24.5,23.2,21,19.4,142.4545455
752,2014-06-24,74.6,0,27.2,22.9,19.4,175.6363636
753,2014-06-25,74.1,0,29,23.8,20.2,242.4545455
754,2014-05-29,54.6,0,30.9,23.2,17.5,125.1818182
755,2014-05-30,42.5,0,31.8,24.8,17.3,132.3636364
756,2014-05-31,50.3,0,33.3,26.2,20.5,129.4545455
757,2014-06-01,58.1,0,29.9,24.7,20.4,109.3636364
758,2014-06-02,73.5,2,24.6,22.6,20.6,1088.272727
759,2014-06-03,95.3,33,21,18.7,17.5,212.2727273
760,2014-06-04,61.5,0,27.8,22.8,18.7,176.7272727
761,2014-06-05,58.8,0,26.1,22.9,20.4,179.1818182
762,2014-06-06,58.9,0,31.1,24.4,18.8,208.3636364
763,2014-06-07,65.1,0,27.1,23.5,19.7,406.8181818
764,2014-06-08,75.3,0,24.5,21.4,19.2,100.4545455
765,2014-06-09,70.8,0,28.7,22.9,18.5,176.8181818
766,2014-06-10,72,5.5,29.3,23.6,20,460.1818182
767,2014-06-11,87.1,19,26.9,20.5,18.3,224.3636364
768,2014-06-12,73.9,0.1,27.1,21.2,17.3,221.0909091
769,2014-06-13,79,0,25.8,21.3,18.4,1800.181818
770,2014-06-14,71.6,0,27.7,22.5,18.3,1834.909091
771,2014-06-15,69.9,0,28.5,23.2,19.5,1531
772,2014-06-16,66.4,0,29,23.9,19.1,2369.272727
773,2014-06-17,71.8,3.5,30.7,24.5,21.5,0
774,2014-06-18,71.3,0.1,29.1,24.4,20.5,166
775,2014-06-19,79.3,0,25.6,22.5,20.8,190
776,2014-06-20,76.5,1.5,28.6,24.2,20.7,135.0909091
777,2014-06-21,80.9,8.5,28.2,23.1,19.8,181.9090909
778,2014-06-22,74.4,0.4,29,23.7,20.2,195.7272727
779,2014-06-23,91.4,24.5,23.2,21,19.4,142.4545455
780,2014-06-24,74.6,0,27.2,22.9,19.4,175.6363636
781,2014-06-25,74.1,0,29,23.8,20.2,242.4545455
782,2014-06-26,68,0,29.5,24.4,20.2,249.2727273
783,2014-05-30,42.5,0,31.8,24.8,17.3,132.3636364
784,2014-05-31,50.3,0,33.3,26.2,20.5,129.4545455
785,2014-06-01,58.1,0,29.9,24.7,20.4,109.3636364
786,2014-06-02,73.5,2,24.6,22.6,20.6,1088.272727
787,2014-06-03,95.3,33,21,18.7,17.5,212.2727273
788,2014-06-04,61.5,0,27.8,22.8,18.7,176.7272727
789,2014-06-05,58.8,0,26.1,22.9,20.4,179.1818182
790,2014-06-06,58.9,0,31.1,24.4,18.8,208.3636364
791,2014-06-07,65.1,0,27.1,23.5,19.7,406.8181818
792,2014-06-08,75.3,0,24.5,21.4,19.2,100.4545455
793,2014-06-09,70.8,0,28.7,22.9,18.5,176.8181818
794,2014-06-10,72,5.5,29.3,23.6,20,460.1818182
795,2014-06-11,87.1,19,26.9,20.5,18.3,224.3636364
796,2014-06-12,73.9,0.1,27.1,21.2,17.3,221.0909091
797,2014-06-13,79,0,25.8,21.3,18.4,1800.181818
798,2014-06-14,71.6,0,27.7,22.5,18.3,1834.909091
799,2014-06-15,69.9,0,28.5,23.2,19.5,1531
800,2014-06-16,66.4,0,29,23.9,19.1,2369.272727
801,2014-06-17,71.8,3.5,30.7,24.5,21.5,0
802,2014-06-18,71.3,0.1,29.1,24.4,20.5,166
803,2014-06-19,79.3,0,25.6,22.5,20.8,190
804,2014-06-20,76.5,1.5,28.6,24.2,20.7,135.0909091
805,2014-06-21,80.9,8.5,28.2,23.1,19.8,181.9090909
806,2014-06-22,74.4,0.4,29,23.7,20.2,195.7272727
807,2014-06-23,91.4,24.5,23.2,21,19.4,142.4545455
808,2014-06-24,74.6,0,27.2,22.9,19.4,175.6363636
809,2014-06-25,74.1,0,29,23.8,20.2,242.4545455
810,2014-06-26,68,0,29.5,24.4,20.2,249.2727273
811,2014-06-27,74.8,0,29.5,24.1,20.6,190
812,2014-05-31,50.3,0,33.3,26.2,20.5,129.4545455
813,2014-06-01,58.1,0,29.9,24.7,20.4,109.3636364
814,2014-06-02,73.5,2,24.6,22.6,20.6,1088.272727
815,2014-06-03,95.3,33,21,18.7,17.5,212.2727273
816,2014-06-04,61.5,0,27.8,22.8,18.7,176.7272727
817,2014-06-05,58.8,0,26.1,22.9,20.4,179.1818182
818,2014-06-06,58.9,0,31.1,24.4,18.8,208.3636364
819,2014-06-07,65.1,0,27.1,23.5,19.7,406.8181818
820,2014-06-08,75.3,0,24.5,21.4,19.2,100.4545455
821,2014-06-09,70.8,0,28.7,22.9,18.5,176.8181818
822,2014-06-10,72,5.5,29.3,23.6,20,460.1818182
823,2014-06-11,87.1,19,26.9,20.5,18.3,224.3636364
824,2014-06-12,73.9,0.1,27.1,21.2,17.3,221.0909091
825,2014-06-13,79,0,25.8,21.3,18.4,1800.181818
826,2014-06-14,71.6,0,27.7,22.5,18.3,1834.909091
827,2014-06-15,69.9,0,28.5,23.2,19.5,1531
828,2014-06-16,66.4,0,29,23.9,19.1,2369.272727
829,2014-06-17,71.8,3.5,30.7,24.5,21.5,0
830,2014-06-18,71.3,0.1,29.1,24.4,20.5,166
831,2014-06-19,79.3,0,25.6,22.5,20.8,190
832,2014-06-20,76.5,1.5,28.6,24.2,20.7,135.0909091
833,2014-06-21,80.9,8.5,28.2,23.1,19.8,181.9090909
834,2014-06-22,74.4,0.4,29,23.7,20.2,195.7272727
835,2014-06-23,91.4,24.5,23.2,21,19.4,142.4545455
836,2014-06-24,74.6,0,27.2,22.9,19.4,175.6363636
837,2014-06-25,74.1,0,29,23.8,20.2,242.4545455
838,2014-06-26,68,0,29.5,24.4,20.2,249.2727273
839,2014-06-27,74.8,0,29.5,24.1,20.6,190
840,2014-06-28,71.6,0,28.4,23.8,21.3,245.1818182
841,2014-06-01,58.1,0,29.9,24.7,20.4,109.3636364
842,2014-06-02,73.5,2,24.6,22.6,20.6,1088.272727
843,2014-06-03,95.3,33,21,18.7,17.5,212.2727273
844,2014-06-04,61.5,0,27.8,22.8,18.7,176.7272727
845,2014-06-05,58.8,0,26.1,22.9,20.4,179.1818182
846,2014-06-06,58.9,0,31.1,24.4,18.8,208.3636364
847,2014-06-07,65.1,0,27.1,23.5,19.7,406.8181818
848,2014-06-08,75.3,0,24.5,21.4,19.2,100.4545455
849,2014-06-09,70.8,0,28.7,22.9,18.5,176.8181818
850,2014-06-10,72,5.5,29.3,23.6,20,460.1818182
851,2014-06-11,87.1,19,26.9,20.5,18.3,224.3636364
852,2014-06-12,73.9,0.1,27.1,21.2,17.3,221.0909091
853,2014-06-13,79,0,25.8,21.3,18.4,1800.181818
854,2014-06-14,71.6,0,27.7,22.5,18.3,1834.909091
855,2014-06-15,69.9,0,28.5,23.2,19.5,1531
856,2014-06-16,66.4,0,29,23.9,19.1,2369.272727
857,2014-06-17,71.8,3.5,30.7,24.5,21.5,0
