2013-01-01,73.5,3.1,0,-4.7,-8.7,
2013-01-02,40.8,0,-4.8,-11.7,-15.1,
2013-01-03,42.8,0,-9.3,-13.2,-16.4,
2013-01-04,44.3,0,-5.8,-10.7,-14.8,
2013-01-05,59.4,0,-1.2,-7,-12.1,
2013-01-06,59.4,0,-2,-6.3,-9.4,
2013-01-07,53.6,0,0.1,-5.1,-8.8,
2013-01-08,53.4,0,-0.7,-4.6,-6.8,
2013-01-09,38.5,0,-6.4,-9,-10.7,
2013-01-10,41.3,0,-3.6,-8.3,-12.3,
2013-01-11,50.5,0,1.4,-3.2,-7.9,
2013-01-12,70,0.1,4.2,0,-2.7,
2013-01-13,65.6,0,3.3,-0.5,-3,
2013-01-14,61.6,0,1.8,-2.1,-4.3,
2013-01-15,57,0,2,-2.1,-5.5,
2013-01-16,64.1,0.3,0.4,-2.6,-5.8,
2013-01-17,62.9,0,-2.5,-5.8,-8.2,
2013-01-18,51.9,0,0.2,-4.4,-9.2,
2013-01-19,59.9,0,4.6,0.5,-2.5,
2013-01-20,55.8,0,4.1,1.6,-2,
2013-01-21,83.6,16.5,4,2.2,1.1,
2013-01-22,74.3,0.5,6,3.8,2,
2013-01-23,80.4,1.5,3.8,1.8,1,
2013-01-24,57.6,0.1,2.4,-0.9,-6.7,
2013-01-25,37.5,0,-6.5,-9.1,-10.8,
2013-01-26,37,0,-5.1,-9.2,-11.9,
2013-01-27,44.9,0,-3.9,-7.3,-10.7,
2013-01-28,56,0,0.2,-3.5,-8.9,
2013-01-29,63.5,0,3.7,2.2,-0.3,
2013-01-30,68.8,0,8.5,5.4,3.5,
2013-01-31,59.5,0,11.5,7.4,3.7,
2013-02-01,85.8,46.5,9.3,7.3,3.7,
2013-02-02,52.1,0,3.7,-1.1,-4.5,
2013-02-03,62.3,7.5,-1.1,-3.2,-5.8,
2013-02-04,77.1,7.4,2.5,-0.8,-3.3,
2013-02-05,77,4.5,2.7,-0.6,-4,
2013-02-06,75,2.1,0.2,-1.5,-3.1,
2013-02-07,42.5,0,-2.6,-11.1,-13.8,
2013-02-08,39.3,0,-6.1,-11.5,-15.8,
2013-02-09,55.5,0,-2.6,-7.2,-12.3,
2013-02-10,56.6,1.2,-0.5,-4,-8.4,
2013-02-11,41.8,0,-0.9,-5.8,-10.4,
2013-02-12,55.6,0,-1.9,-3.8,-4.8,
2013-02-13,59.6,0,2.9,-1.3,-6.3,
2013-02-14,60.1,0,5.2,1.1,-2.6,
2013-02-15,48.4,0,1.5,-1.2,-5.2,
2013-02-16,38.8,0,2.6,-2.6,-7,
2013-02-17,44.5,0,5.8,2.3,-2.1,
2013-02-18,49.8,0,3.1,0.5,-2.5,
2013-02-19,27.5,0,0.6,-2.9,-7.1,
2013-02-20,35.3,0,0,-4.8,-8.7,
2013-02-21,49,0,2.5,-1.7,-5.3,
2013-02-22,57.1,3.9,4.3,0.5,-3.1,
2013-02-23,45.9,0,2.4,-0.9,-4.4,
2013-02-24,42.4,0,5.3,1.4,-2.4,
2013-02-25,39.4,0,8.6,3.3,-0.7,
2013-02-26,56.4,0,7.5,4.8,2.5,
2013-02-27,69.5,0,8.8,3.4,0.8,
2013-02-28,57.3,1,13.9,6.7,-1.1,
2013-03-01,56.1,3,7.7,0.8,-2.4,
2013-03-02,42.6,0,3.1,-0.8,-4.4,
2013-03-03,50.3,0,4.8,0.4,-3.5,
2013-03-04,58.6,0,8.9,3.1,-0.7,
2013-03-05,51.8,0,9.1,3.7,-0.7,
2013-03-06,43.1,0,14.3,7.9,0.9,
2013-03-07,74.1,0.5,11.7,8,4.3,
2013-03-08,66,0,14.1,8.5,3.8,
2013-03-09,48.8,0,23.8,13.2,6.2,
2013-03-10,32.5,0,7.9,1.2,-1.5,
2013-03-11,33.4,0,12.1,4.2,-2.6,
2013-03-12,60.4,3.5,11.7,7.5,1.6,
2013-03-13,64.5,11.5,8.4,5.2,1.8,
2013-03-14,48.9,0,9.8,4.1,0.9,
2013-03-15,43.4,0,10.5,4.6,0,
2013-03-16,53.6,0,12.7,6.3,1.6,
2013-03-17,57.5,7.5,15.9,8.2,3.4,
2013-03-18,73,1,14.2,8.3,5.3,
2013-03-19,61.1,0,11.4,8,5.2,
2013-03-20,51.9,0.1,8.5,2.8,-2.5,
2013-03-21,34.3,0,7.2,1.5,-4,
2013-03-22,61.6,0,6.9,3.4,0.9,
2013-03-23,39,0,12.1,5.4,-1.2,
2013-03-24,47.4,0,10.2,5.1,1.8,
2013-03-25,40.3,0,7.8,2.8,-0.7,
2013-03-26,39.9,0,10.4,4.4,-0.9,
2013-03-27,30.1,0,14.9,7.5,1.4,
2013-03-28,42.1,0,12,7.3,4.4,
2013-03-29,28.6,0,10.4,5.4,0.6,
2013-03-30,43.1,0.2,10.2,4.9,2.3,
2013-03-31,46.4,0,13.2,6.3,1,
2013-04-01,44.5,0.5,13.4,9.2,3.3,
2013-04-02,86.1,8.5,9.5,7.2,5.8,
2013-04-03,64,0,14.1,7.9,3.9,
2013-04-04,44.5,0,19.8,12.6,5.6,
2013-04-05,42.1,0,19.9,14.6,10.1,
2013-04-06,84.4,14,13,7.5,2.5,
2013-04-07,57.3,1,9.6,5.1,2,
2013-04-08,55.1,1,13.8,8,2.5,
2013-04-09,50.8,0.5,10.7,6.2,3.2,
2013-04-10,49.3,1.5,8.1,5,1.3,
2013-04-11,54.5,0.5,9.6,5.5,3.7,
2013-04-12,42.6,0,11.9,6.9,2.2,
2013-04-13,38.6,0,17.5,11.4,3.4,
2013-04-14,40.4,3.5,12.2,8.3,4.2,
2013-04-15,31.5,0,12.5,7.5,2.6,
2013-04-16,54.5,0,19.1,13.2,8.6,
2013-04-17,62.3,0,20.6,14.8,10.3,
2013-04-18,37.4,0,16.3,12.3,9,
2013-04-19,27,0,15,9.8,5.1,
2013-04-20,70.8,9.5,10.1,6.6,4,
2013-04-21,58.8,0,15.3,9,4.2,
2013-04-22,43.8,0,17.2,11.4,5.6,
2013-04-23,59.3,5.5,14.8,11.2,9.7,
2013-04-24,67,0.1,18,12.3,8.3,
2013-04-25,78.9,4.5,13.8,9.3,7.9,
2013-04-26,55,0.1,16.3,11.7,6.9,
2013-04-27,51.4,0,18.5,12.8,8.2,
2013-04-28,51,0,21.6,16,10.3,
2013-04-29,67.6,21,17.7,13.5,9,
