,0,1,2,3,4
96,546.5999999999999,0.6000000000000001,286.90000000000003,231.20000000000005,188.29999999999995
97,586.0999999999999,0.6000000000000001,314.70000000000005,253.30000000000004,206.59999999999997
98,620.6999999999999,0.6000000000000001,344.00000000000006,276.6,224.39999999999998
99,655.4999999999999,0.6000000000000001,372.90000000000003,299.6,241.59999999999997
100,694.5999999999999,0.6000000000000001,401.6,320.90000000000003,256.09999999999997
101,732.5999999999999,0.6000000000000001,427.40000000000003,340.40000000000003,269.2
102,783.9999999999999,0.6000000000000001,451.90000000000003,358.50000000000006,281.2
103,840.5999999999999,1.1,472.40000000000003,375.1000000000001,295.09999999999997
104,899.1999999999999,1.1,494.40000000000003,391.7000000000001,307.79999999999995
105,964.4999999999999,1.1,517.1,408.6000000000001,320.79999999999995
106,1043.3,7.6,534.3000000000001,424.7000000000001,335.9
107,1096.3,7.6,559.5000000000001,443.8000000000001,350.7
108,1154.2,7.6,580.6000000000001,460.90000000000015,365.09999999999997
109,1209.6000000000001,7.6,599.8000000000002,477.10000000000014,378.29999999999995
110,1254.7,7.6,626.4000000000002,497.20000000000016,393.79999999999995
111,1300.1000000000001,7.6,653.8000000000002,517.9000000000002,408.79999999999995
112,1327.6000000000001,7.6,681.8000000000002,538.7000000000002,422.99999999999994
113,1360.9,7.6,706.7000000000002,557.2000000000002,435.19999999999993
114,1392.8000000000002,7.6,730.8000000000002,575.3000000000002,448.29999999999995
115,1435.2000000000003,7.6,755.7000000000002,594.1000000000001,461.79999999999995
116,74.0,0.0,58.2,47.0,36.6
117,118.8,0.0,87.0,70.1,55.8
118,171.1,0.0,113.7,91.5,72.1
119,229.7,0.2,140.9,112.4,88.69999999999999
120,274.09999999999997,0.2,164.5,133.1,107.29999999999998
121,314.9,0.2,189.9,154.7,126.09999999999998
122,372.9,0.30000000000000004,215.9,175.6,142.49999999999997
123,438.5,0.6000000000000001,239.3,194.9,159.59999999999997
124,483.3,0.6000000000000001,265.40000000000003,214.70000000000002,173.69999999999996
125,528.7,0.6000000000000001,292.00000000000006,235.20000000000002,189.89999999999995
126,581.7,0.6000000000000001,316.00000000000006,254.9,206.89999999999995
127,621.2,0.6000000000000001,343.80000000000007,277.0,225.19999999999996
128,655.8000000000001,0.6000000000000001,373.1000000000001,300.3,242.99999999999997
129,690.6,0.6000000000000001,402.00000000000006,323.3,260.2
130,729.7,0.6000000000000001,430.70000000000005,344.6,274.7
131,767.7,0.6000000000000001,456.50000000000006,364.1,287.8
132,819.1,0.6000000000000001,481.00000000000006,382.20000000000005,299.8
133,875.7,1.1,501.50000000000006,398.80000000000007,313.7
134,934.3000000000001,1.1,523.5,415.4000000000001,326.4
135,999.6,1.1,546.2,432.30000000000007,339.4
136,1078.4,7.6,563.4000000000001,448.4000000000001,354.5
137,1131.4,7.6,588.6000000000001,467.5000000000001,369.3
138,1189.3000000000002,7.6,609.7000000000002,484.60000000000014,383.7
139,1244.7000000000003,7.6,628.9000000000002,500.8000000000001,396.9
140,1289.8000000000002,7.6,655.5000000000002,520.9000000000001,412.4
141,1335.2000000000003,7.6,682.9000000000002,541.6000000000001,427.4
142,1362.7000000000003,7.6,710.9000000000002,562.4000000000001,441.59999999999997
143,1396.0000000000002,7.6,735.8000000000002,580.9000000000001,453.79999999999995
144,1427.9000000000003,7.6,759.9000000000002,599.0000000000001,466.9
145,97.7,0.0,56.6,46.2,38.400000000000006
146,136.6,0.0,85.7,69.5,56.400000000000006
147,181.39999999999998,0.0,114.5,92.6,75.60000000000001
148,233.7,0.0,141.2,114.0,91.9
149,292.3,0.2,168.39999999999998,134.9,108.5
150,336.7,0.2,191.99999999999997,155.6,127.1
151,377.5,0.2,217.39999999999998,177.2,145.9
152,435.5,0.30000000000000004,243.39999999999998,198.1,162.3
153,501.1,0.6000000000000001,266.79999999999995,217.4,179.4
154,545.9,0.6000000000000001,292.9,237.20000000000002,193.5
155,591.3,0.6000000000000001,319.5,257.70000000000005,209.7
156,644.3,0.6000000000000001,343.5,277.40000000000003,226.7
157,683.8,0.6000000000000001,371.3,299.50000000000006,245.0
158,718.4,0.6000000000000001,400.6,322.80000000000007,262.8
159,753.1999999999999,0.6000000000000001,429.5,345.80000000000007,280.0
160,792.3,0.6000000000000001,458.2,367.1000000000001,294.5
161,830.3,0.6000000000000001,484.0,386.6000000000001,307.6
162,881.6999999999999,0.6000000000000001,508.5,404.7000000000001,319.6
163,938.3,1.1,529.0,421.3000000000001,333.5
164,996.9,1.1,551.0,437.90000000000015,346.2
165,1062.2,1.1,573.7,454.8000000000001,359.2
166,1141.0,7.6,590.9000000000001,470.90000000000015,374.3
167,1194.0,7.6,616.1000000000001,490.00000000000017,389.1
168,1251.9,7.6,637.2000000000002,507.1000000000002,403.5
169,1307.3000000000002,7.6,656.4000000000002,523.3000000000002,416.7
170,1352.4,7.6,683.0000000000002,543.4000000000002,432.2
171,1397.8000000000002,7.6,710.4000000000002,564.1000000000003,447.2
172,1425.3000000000002,7.6,738.4000000000002,584.9000000000002,461.4
173,1458.6000000000001,7.6,763.3000000000002,603.4000000000002,473.59999999999997
174,124.6,0.0,56.4,45.5,38.900000000000006
175,159.7,0.0,85.5,69.2,57.50000000000001
176,198.6,0.0,114.6,92.5,75.5
177,243.39999999999998,0.0,143.4,115.6,94.7
178,295.7,0.0,170.1,137.0,111.0
179,354.3,0.2,197.29999999999998,157.9,127.6
180,398.7,0.2,220.89999999999998,178.6,146.2
181,439.5,0.2,246.29999999999998,200.2,165.0
182,497.5,0.30000000000000004,272.29999999999995,221.1,181.4
183,563.1,0.6000000000000001,295.69999999999993,240.4,198.5
184,607.9,0.6000000000000001,321.79999999999995,260.2,212.6
185,653.3,0.6000000000000001,348.4,280.7,228.79999999999998
186,706.3,0.6000000000000001,372.4,300.4,245.79999999999998
187,745.8,0.6000000000000001,400.2,322.5,264.09999999999997
188,780.4,0.6000000000000001,429.5,345.8,281.9
189,815.1999999999999,0.6000000000000001,458.4,368.8,299.09999999999997
190,854.3,0.6000000000000001,487.09999999999997,390.1,313.59999999999997
191,892.3,0.6000000000000001,512.9,409.6,326.7
192,943.6999999999999,0.6000000000000001,537.4,427.70000000000005,338.7
193,1000.3,1.1,557.9,444.30000000000007,352.59999999999997
194,1058.8999999999999,1.1,579.9,460.9000000000001,365.29999999999995
195,1124.1999999999998,1.1,602.6,477.80000000000007,378.29999999999995
196,1202.9999999999998,7.6,619.8000000000001,493.9000000000001,393.4
197,1255.9999999999998,7.6,645.0000000000001,513.0000000000001,408.2
198,1313.8999999999999,7.6,666.1000000000001,530.1000000000001,422.59999999999997
199,1369.3,7.6,685.3000000000002,546.3000000000002,435.79999999999995
200,1414.3999999999999,7.6,711.9000000000002,566.4000000000002,451.29999999999995
201,1459.8,7.6,739.3000000000002,587.1000000000003,466.29999999999995
202,1487.3,7.6,767.3000000000002,607.9000000000002,480.49999999999994
203,124.8,0.0,58.3,46.0,37.6
204,187.4,0.0,85.8,68.5,57.400000000000006
205,222.5,0.0,114.9,92.2,76.0
206,261.4,0.0,144.0,115.5,94.0
207,306.2,0.0,172.8,138.6,113.2
208,358.5,0.0,199.5,160.0,129.5
209,417.1,0.2,226.7,180.9,146.1
210,461.5,0.2,250.29999999999998,201.6,164.7
211,502.3,0.2,275.7,223.2,183.5
212,560.3,0.30000000000000004,301.7,244.1,199.9
213,625.9,0.6000000000000001,325.09999999999997,263.4,217.0
214,670.6999999999999,0.6000000000000001,351.2,283.2,231.1
215,716.0999999999999,0.6000000000000001,377.8,303.7,247.29999999999998
216,769.0999999999999,0.6000000000000001,401.8,323.4,264.29999999999995
217,808.5999999999999,0.6000000000000001,429.6,345.5,282.59999999999997
218,843.1999999999999,0.6000000000000001,458.90000000000003,368.8,300.4
219,877.9999999999999,0.6000000000000001,487.8,391.8,317.59999999999997
220,917.0999999999999,0.6000000000000001,516.5,413.1,332.09999999999997
221,955.0999999999999,0.6000000000000001,542.3,432.6,345.2
222,1006.4999999999999,0.6000000000000001,566.8,450.70000000000005,357.2
223,1063.1,1.1,587.3,467.30000000000007,371.09999999999997
224,1121.6999999999998,1.1,609.3,483.9000000000001,383.79999999999995
225,1186.9999999999998,1.1,632.0,500.80000000000007,396.79999999999995
226,1265.7999999999997,7.6,649.2,516.9000000000001,411.9
227,1318.7999999999997,7.6,674.4000000000001,536.0000000000001,426.7
228,1376.6999999999998,7.6,695.5000000000001,553.1000000000001,441.09999999999997
229,1432.1,7.6,714.7000000000002,569.3000000000002,454.29999999999995
230,1477.1999999999998,7.6,741.3000000000002,589.4000000000002,469.79999999999995
231,1522.6,7.6,768.7000000000002,610.1000000000003,484.79999999999995
232,129.2,2.0,57.3,45.2,37.5
233,191.2,2.0,86.19999999999999,68.2,56.6
234,253.79999999999998,2.0,113.69999999999999,90.7,76.4
235,288.9,2.0,142.79999999999998,114.4,95.0
236,327.79999999999995,2.0,171.89999999999998,137.70000000000002,113.0
237,372.59999999999997,2.0,200.7,160.8,132.2
238,424.9,2.0,227.39999999999998,182.20000000000002,148.5
239,483.5,2.2,254.59999999999997,203.10000000000002,165.1
240,527.9,2.2,278.2,223.8,183.7
241,568.6999999999999,2.2,303.59999999999997,245.4,202.5
242,626.6999999999999,2.3000000000000003,329.59999999999997,266.3,218.9
243,692.3,2.6,352.99999999999994,285.6,236.0
244,737.0999999999999,2.6,379.09999999999997,305.40000000000003,250.1
245,782.4999999999999,2.6,405.7,325.90000000000003,266.3
246,835.4999999999999,2.6,429.7,345.6,283.3
247,874.9999999999999,2.6,457.5,367.70000000000005,301.6
248,909.5999999999999,2.6,486.8,391.00000000000006,319.40000000000003
249,944.3999999999999,2.6,515.7,414.00000000000006,336.6
250,983.4999999999999,2.6,544.4000000000001,435.30000000000007,351.1
251,1021.4999999999999,2.6,570.2,454.80000000000007,364.20000000000005
252,1072.8999999999999,2.6,594.7,472.9000000000001,376.20000000000005
253,1129.4999999999998,3.1,615.2,489.5000000000001,390.1
254,1188.0999999999997,3.1,637.2,506.10000000000014,402.8
255,1253.3999999999996,3.1,659.9000000000001,523.0000000000001,415.8
256,1332.1999999999996,9.6,677.1000000000001,539.1000000000001,430.90000000000003
257,1385.1999999999996,9.6,702.3000000000002,558.2000000000002,445.70000000000005
258,1443.0999999999997,9.6,723.4000000000002,575.3000000000002,460.1
259,1498.4999999999998,9.6,742.6000000000003,591.5000000000002,473.3
260,1543.5999999999997,9.6,769.2000000000003,611.6000000000003,488.8
261,125.9,2.0,57.8,46.4,37.6
262,188.7,2.0,87.19999999999999,69.4,56.1
263,250.7,2.0,116.1,92.4,75.2
264,313.3,2.0,143.6,114.9,95.0
265,348.40000000000003,2.0,172.7,138.6,113.6
266,387.3,2.0,201.79999999999998,161.9,131.6
267,432.1,2.0,230.6,185.0,150.79999999999998
268,484.40000000000003,2.0,257.3,206.4,167.1
269,543.0,2.2,284.5,227.3,183.7
270,587.4,2.2,308.1,248.0,202.29999999999998
271,628.1999999999999,2.2,333.5,269.6,221.1
272,686.1999999999999,2.3000000000000003,359.5,290.5,237.5
273,751.8,2.6,382.9,309.8,254.6
274,796.5999999999999,2.6,409.0,329.6,268.7
275,841.9999999999999,2.6,435.6,350.1,284.9
276,894.9999999999999,2.6,459.6,369.8,301.9
277,934.4999999999999,2.6,487.40000000000003,391.90000000000003,320.2
278,969.0999999999999,2.6,516.7,415.20000000000005,338.0
279,1003.8999999999999,2.6,545.6,438.20000000000005,355.2
280,1042.9999999999998,2.6,574.3000000000001,459.50000000000006,369.7
281,1080.9999999999998,2.6,600.1,479.00000000000006,382.8
282,1132.3999999999999,2.6,624.6,497.1000000000001,394.8
283,1188.9999999999998,3.1,645.1,513.7,408.7
284,1247.5999999999997,3.1,667.1,530.3000000000001,421.4
285,1312.8999999999996,3.1,689.8000000000001,547.2,434.4
286,1391.6999999999996,9.6,707.0000000000001,563.3000000000001,449.5
287,1444.6999999999996,9.6,732.2000000000002,582.4000000000001,464.3
288,1502.5999999999997,9.6,753.3000000000002,599.5000000000001,478.7
289,1557.9999999999998,9.6,772.5000000000002,615.7000000000002,491.9
290,118.3,0.0,58.599999999999994,47.9,39.400000000000006
291,184.7,2.0,86.5,70.1,58.400000000000006
292,247.5,2.0,115.9,93.1,76.9
293,309.5,2.0,144.8,116.1,96.0
294,372.1,2.0,172.3,138.6,115.8
295,407.20000000000005,2.0,201.4,162.29999999999998,134.4
296,446.1,2.0,230.5,185.6,152.4
297,490.90000000000003,2.0,259.3,208.7,171.6
298,543.2,2.0,286.0,230.1,187.9
299,601.8000000000001,2.2,313.2,251.0,204.5
300,646.2,2.2,336.8,271.7,223.1
301,687.0,2.2,362.2,293.3,241.9
302,745.0,2.3000000000000003,388.2,314.2,258.3
303,810.6,2.6,411.59999999999997,333.5,275.40000000000003
304,855.4,2.6,437.7,353.3,289.50000000000006
305,900.8,2.6,464.3,373.8,305.70000000000005
306,953.8,2.6,488.3,393.5,322.70000000000005
307,993.3,2.6,516.1,415.6,341.00000000000006
308,1027.8999999999999,2.6,545.4,438.90000000000003,358.80000000000007
309,1062.6999999999998,2.6,574.3,461.90000000000003,376.00000000000006
310,1101.7999999999997,2.6,603.0,483.20000000000005,390.50000000000006
311,1139.7999999999997,2.6,628.8,502.70000000000005,403.6000000000001
312,1191.1999999999998,2.6,653.3,520.8000000000001,415.6000000000001
313,1247.7999999999997,3.1,673.8,537.4000000000001,429.50000000000006
314,1306.3999999999996,3.1,695.8,554.0000000000001,442.20000000000005
315,1371.6999999999996,3.1,718.5,570.9000000000001,455.20000000000005
316,1450.4999999999995,9.6,735.7,587.0000000000001,470.30000000000007
317,1503.4999999999995,9.6,760.9000000000001,606.1000000000001,485.1000000000001
318,1561.3999999999996,9.6,782.0000000000001,623.2000000000002,499.50000000000006
319,118.19999999999999,0.0,56.5,46.9,41.1
320,177.7,0.0,86.4,71.1,59.7
321,244.1,2.0,114.30000000000001,93.3,78.7
322,306.9,2.0,143.70000000000002,116.3,97.2
323,368.9,2.0,172.60000000000002,139.3,116.30000000000001
324,431.5,2.0,200.10000000000002,161.8,136.10000000000002
325,466.6,2.0,229.20000000000002,185.5,154.70000000000002
326,505.5,2.0,258.3,208.8,172.70000000000002
327,550.3,2.0,287.1,231.9,191.9
328,602.5999999999999,2.0,313.8,253.3,208.20000000000002
329,661.1999999999999,2.2,341.0,274.2,224.8
330,705.5999999999999,2.2,364.6,294.9,243.4
331,746.3999999999999,2.2,390.0,316.5,262.2
332,804.3999999999999,2.3000000000000003,416.0,337.4,278.59999999999997
333,869.9999999999999,2.6,439.4,356.7,295.7
334,914.7999999999998,2.6,465.5,376.5,309.8
335,960.1999999999998,2.6,492.1,397.0,326.0
336,1013.1999999999998,2.6,516.1,416.7,343.0
337,1052.6999999999998,2.6,543.9,438.8,361.3
338,1087.2999999999997,2.6,573.1999999999999,462.1,379.1
339,1122.0999999999997,2.6,602.0999999999999,485.1,396.3
340,1161.1999999999996,2.6,630.8,506.40000000000003,410.8
341,1199.1999999999996,2.6,656.5999999999999,525.9000000000001,423.90000000000003
342,1250.5999999999997,2.6,681.0999999999999,544.0000000000001,435.90000000000003
343,1307.1999999999996,3.1,701.5999999999999,560.6000000000001,449.8
344,1365.7999999999995,3.1,723.5999999999999,577.2000000000002,462.5
345,1431.0999999999995,3.1,746.3,594.1000000000001,475.5
346,1509.8999999999994,9.6,763.5,610.2000000000002,490.6
347,1562.8999999999994,9.6,788.7,629.3000000000002,505.40000000000003
348,118.3,0.4,56.7,45.8,39.3
349,177.1,0.4,85.4,69.5,60.099999999999994
350,236.6,0.4,115.30000000000001,93.7,78.69999999999999
351,303.0,2.4,143.20000000000002,115.9,97.69999999999999
352,365.8,2.4,172.60000000000002,138.9,116.19999999999999
353,427.8,2.4,201.50000000000003,161.9,135.29999999999998
354,490.40000000000003,2.4,229.00000000000003,184.4,155.1
355,525.5,2.4,258.1,208.1,173.7
356,564.4,2.4,287.20000000000005,231.4,191.7
357,609.1999999999999,2.4,316.00000000000006,254.5,210.89999999999998
358,661.4999999999999,2.4,342.70000000000005,275.9,227.2
359,720.0999999999999,2.6,369.90000000000003,296.79999999999995,243.79999999999998
360,764.4999999999999,2.6,393.50000000000006,317.49999999999994,262.4
361,805.2999999999998,2.6,418.90000000000003,339.09999999999997,281.2
362,863.2999999999998,2.7,444.90000000000003,359.99999999999994,297.59999999999997
363,928.8999999999999,3.0,468.3,379.29999999999995,314.7
364,973.6999999999998,3.0,494.40000000000003,399.09999999999997,328.8
365,1019.0999999999998,3.0,521.0,419.59999999999997,345.0
366,1072.1,3.0,545.0,439.29999999999995,362.0
367,1111.6,3.0,572.8,461.4,380.3
368,1146.1999999999998,3.0,602.0999999999999,484.7,398.1
369,1180.9999999999998,3.0,630.9999999999999,507.7,415.3
370,1220.0999999999997,3.0,659.6999999999999,529.0,429.8
371,1258.0999999999997,3.0,685.4999999999999,548.5,442.90000000000003
372,1309.4999999999998,3.0,709.9999999999999,566.6,454.90000000000003
373,1366.0999999999997,3.5,730.4999999999999,583.2,468.8
374,1424.6999999999996,3.5,752.4999999999999,599.8000000000001,481.5
375,1489.9999999999995,3.5,775.1999999999999,616.7,494.5
376,1568.7999999999995,10.0,792.4,632.8000000000001,509.6
377,112.0,0.4,57.8,46.0,37.3
378,171.4,0.4,85.6,69.2,57.599999999999994
379,230.2,0.4,114.3,92.9,78.39999999999999
380,289.7,0.4,144.2,117.10000000000001,97.0
381,356.1,2.4,172.1,139.3,116.0
382,418.90000000000003,2.4,201.5,162.3,134.5
383,480.90000000000003,2.4,230.4,185.3,153.6
384,543.5,2.4,257.9,207.8,173.4
385,578.6,2.4,287.0,231.5,192.0
386,617.5,2.4,316.1,254.8,210.0
387,662.3,2.4,344.90000000000003,277.90000000000003,229.2
388,714.5999999999999,2.4,371.6,299.3,245.5
389,773.1999999999999,2.6,398.8,320.2,262.1
390,817.5999999999999,2.6,422.40000000000003,340.9,280.70000000000005
391,858.3999999999999,2.6,447.8,362.5,299.50000000000006
392,916.3999999999999,2.7,473.8,383.4,315.90000000000003
393,981.9999999999999,3.0,497.2,402.7,333.00000000000006
394,1026.8,3.0,523.3,422.5,347.1000000000001
395,1072.2,3.0,549.9,443.0,363.30000000000007
396,1125.2,3.0,573.9,462.7,380.30000000000007
397,1164.7,3.0,601.6999999999999,484.8,398.6000000000001
398,1199.3,3.0,630.9999999999999,508.1,416.4000000000001
399,1234.1,3.0,659.8999999999999,531.1,433.6000000000001
400,1273.1999999999998,3.0,688.5999999999999,552.4,448.1000000000001
401,1311.1999999999998,3.0,714.3999999999999,571.9,461.2000000000001
402,1362.6,3.0,738.8999999999999,590.0,473.2000000000001
403,1419.1999999999998,3.5,759.3999999999999,606.6,487.1000000000001
404,1477.7999999999997,3.5,781.3999999999999,623.2,499.80000000000007
405,1543.0999999999997,3.5,804.0999999999999,640.1,512.8000000000001
406,102.2,0.0,60.599999999999994,48.2,37.6
407,161.1,0.4,89.5,70.80000000000001,56.6
408,220.5,0.4,117.3,94.00000000000001,76.9
409,279.3,0.4,146.0,117.70000000000002,97.7
410,338.8,0.4,175.9,141.9,116.30000000000001
411,405.20000000000005,2.4,203.8,164.1,135.3
412,468.00000000000006,2.4,233.20000000000002,187.1,153.8
413,530.0,2.4,262.1,210.1,172.9
414,592.6,2.4,289.6,232.6,192.70000000000002
415,627.7,2.4,318.70000000000005,256.3,211.3
416,666.6,2.4,347.80000000000007,279.6,229.3
417,711.4,2.4,376.6000000000001,302.70000000000005,248.5
418,763.6999999999999,2.4,403.30000000000007,324.1,264.8
419,822.3,2.6,430.50000000000006,345.0,281.40000000000003
420,866.6999999999999,2.6,454.1000000000001,365.7,300.00000000000006
421,907.4999999999999,2.6,479.50000000000006,387.3,318.80000000000007
422,965.4999999999999,2.7,505.50000000000006,408.2,335.20000000000005
423,1031.1,3.0,528.9000000000001,427.5,352.30000000000007
424,1075.8999999999999,3.0,555.0000000000001,447.3,366.4000000000001
425,1121.3,3.0,581.6000000000001,467.8,382.6000000000001
426,1174.3,3.0,605.6000000000001,487.5,399.6000000000001
427,1213.8,3.0,633.4000000000001,509.6,417.9000000000001
428,1248.3999999999999,3.0,662.7,532.9,435.7000000000001
429,1283.1999999999998,3.0,691.6,555.9,452.9000000000001
430,1322.2999999999997,3.0,720.3000000000001,577.1999999999999,467.4000000000001
431,1360.2999999999997,3.0,746.1,596.6999999999999,480.5000000000001
432,1411.6999999999998,3.0,770.6,614.8,492.5000000000001
433,1468.2999999999997,3.5,791.1,631.4,506.4000000000001
434,1526.8999999999996,3.5,813.1,648.0,519.1000000000001
435,101.9,0.0,59.7,48.5,39.7
436,155.0,0.0,88.6,71.9,58.0
437,213.9,0.4,117.5,94.5,77.0
438,273.3,0.4,145.3,117.7,97.3
439,332.1,0.4,174.0,141.4,118.1
440,391.6,0.4,203.9,165.6,136.7
441,458.0,2.4,231.8,187.79999999999998,155.7
442,520.8,2.4,261.2,210.79999999999998,174.2
443,582.8,2.4,290.09999999999997,233.79999999999998,193.29999999999998
444,645.4,2.4,317.59999999999997,256.29999999999995,213.1
445,680.5,2.4,346.7,279.99999999999994,231.7
446,719.4,2.4,375.8,303.29999999999995,249.7
447,764.1999999999999,2.4,404.6,326.4,268.9
448,816.4999999999999,2.4,431.3,347.79999999999995,285.2
449,875.0999999999999,2.6,458.5,368.69999999999993,301.8
450,919.4999999999999,2.6,482.1,389.3999999999999,320.40000000000003
451,960.2999999999998,2.6,507.5,410.99999999999994,339.20000000000005
452,1018.2999999999998,2.7,533.5,431.8999999999999,355.6
453,1083.8999999999999,3.0,556.9,451.19999999999993,372.70000000000005
