2014-01-01,51.3,0,7.9,4,0.3,
2014-01-02,35.4,0,6.2,1.5,-1.3,
2014-01-03,54.4,0,7.3,2.3,-1.1,
2014-01-04,47.1,0,5.6,-0.1,-3.7,
2014-01-05,48.4,0,3.8,-0.8,-4.3,
2014-01-06,50.4,0,6.4,0.8,-3.7,
2014-01-07,56,0,5.5,3,0.3,
2014-01-08,56.6,0,4,0.5,-5.7,
2014-01-09,26.3,0,-4.3,-7.8,-10.4,
2014-01-10,48.6,0,-0.9,-4.7,-9.3,
2014-01-11,44.1,0,2.4,-1.7,-5.4,
2014-01-12,43.5,0,2.5,-2.4,-7.7,
2014-01-13,26,0,-1.6,-6.2,-10.5,
2014-01-14,33.8,0,1.1,-4.3,-8.9,
2014-01-15,42,0,2.2,-2.9,-7.6,
2014-01-16,59.9,0,3.6,0.1,-4,
2014-01-17,55.9,0,3.8,-0.1,-3.7,
2014-01-18,42.4,0,0.8,-2.2,-4.9,
2014-01-19,44.8,0,2.4,-2.6,-7.4,
2014-01-20,83.3,5.3,1.9,-1.5,-4.2,
2014-01-21,62.6,0.7,-3.1,-5.5,-7.2,
2014-01-22,60,0,1.6,-3.9,-9.5,
2014-01-23,65.6,0,4.1,-0.8,-5.2,
2014-01-24,64.4,0,5.7,3,-1.1,
2014-01-25,74.4,3,6.3,4.2,-0.4,
2014-01-26,42.1,0,2.3,-2.1,-5.3,
2014-01-27,48,0,6,0.2,-5.4,
2014-01-28,52.8,0.5,4.6,1.5,-3,
2014-01-29,40.1,0,8.2,2.2,-5.3,
2014-01-30,66.1,3.5,6.5,4,-1,
2014-01-31,26.1,0,7,1.3,-4.3,
2014-02-01,63.8,11,6,4.9,3.7,
2014-02-02,91.6,0.5,6.5,4.9,2.8,
2014-02-03,38.5,0,2.8,-3.5,-8.2,
2014-02-04,25.9,0,-3.7,-7.4,-10.5,
2014-02-05,27.5,0,0.3,-4.8,-8.9,
2014-02-06,29.8,0,4.5,-1.3,-5.2,
2014-02-07,47.3,0,7.6,2.4,-2,
2014-02-08,79.4,4.3,2.5,0.2,-1.5,
2014-02-09,76.5,0.2,0.7,-1.6,-3.4,
2014-02-10,55,0.2,4.4,-0.1,-2.9,
2014-02-11,42.1,0,5.2,0.2,-3.8,
2014-02-12,49.3,0,5.1,1.2,-2,
